Zipcode,State,Size (kW DC),Cost,Date Installed
87123,NM,2.3,18140.4,09/30/2008
87113,NM,2.3,18403,11/25/2008
87047,NM,2.3,17103.64,12/30/2010
87102,NM,2.3,13538.0,12/22/2010
88012,NM,2.3,13500.0,12/21/2010
87505,NM,2.3,21266.0,12/7/2010
87935,NM,2.3,17690.0,12/7/2010
88081,NM,2.3,19028.49,11/9/2010
88011,NM,2.3,14442.0,11/3/2010
87043,NM,2.3,13440.0,10/1/2010
88012,NM,2.3,14237.0,9/8/2010
87106,NM,2.3,15498.0,9/7/2010
88006,NM,2.3,13500.0,7/7/2010
87109,NM,2.3,16980.0,5/12/2010
87043,NM,2.3,14930.0,04/15/2010
87122,NM,2.3,20390.0,3/2/2010
87109,NM,2.3,17250.0,3/1/2010
87111,NM,2.3,17440.0,12/23/2009
87111,NM,2.3,14280.0,12/22/2009
87507,NM,2.3,14400.0,12/10/2009
