Zipcode,State,Size (kW DC),Cost,Date Installed
19003,PA,3.01,29095.0,08/13/2010
19096,PA,3.01,24200.0,7/2/2010
19081,PA,3.01,36000,11/11/2009
17350,PA,3.01,24000.0,12/15/2010
19312,PA,3.01,30850.0,11/22/2010
19130,PA,3.024,45965.07,12/22/2010
17801,PA,3.04,12382.58,12/17/2009
17801,PA,3.04,12382.58,12/17/2009
19136,PA,3.04,11612.8,06/14/2012
19136,PA,3.04,11612.8,06/14/2012
19129,PA,3.04,17612.0,4/5/2012
19130,PA,3.04,17952.0,06/13/2012
18071,PA,3.04,14352.0,02/27/2012
18036,PA,3.055,22500.0,6/9/2010
19148,PA,3.055,16730.0,5/8/2012
19401,PA,3.06,25600.0,04/22/2005
19147,PA,3.06,27067.0,8/12/2006
17070,PA,3.06,26999.93,11/4/2010
19063,PA,3.06,21869.0,11/30/2010
15217,PA,3.06,16527.0,08/17/2012
15214,PA,3.06,15948.0,06/21/2012
17062,PA,3.06,15323.0,03/20/2012
18436,PA,3.06,14750.0,12/18/2012
18436,PA,3.075,24423.0,03/24/2010
17032,PA,3.08,22621.08,11/27/2009
19609,PA,3.08,24245.93,03/29/2010
19125,PA,3.08,17248.0,07/22/2010
19125,PA,3.08,17248.0,07/20/2010
19125,PA,3.08,17248.0,07/20/2010
17032,PA,3.08,22621.08,11/27/2009
19047,PA,3.12,17160.0,12/8/2011
15219,PA,3.12,22153.0,12/13/2010
15017,PA,3.12,11757.6,11/2/2011
19425,PA,3.12,16162.0,05/20/2013
17236,PA,3.12,29870.0,12/17/2009
17724,PA,3.12,24550.0,1/8/2010
17236,PA,3.12,29870,12/17/2009
15213,PA,3.12,22153.0,12/13/2010
17112,PA,3.12,13770.0,11/7/2012
19335,PA,3.124,24367.0,09/18/2009
19335,PA,3.124,24367,09/18/2009
18966,PA,3.136,25088.0,10/23/2009
18064,PA,3.136,30000.0,1/3/2010
19425,PA,3.136,24774.0,07/22/2010
17972,PA,3.136,20925.0,05/22/2010
19143,PA,3.136,21664.0,11/5/2010
18966,PA,3.136,25088,10/23/2009
19551,PA,3.145,19027.0,6/8/2011
19063,PA,3.145,20201.74,9/1/2010
19372,PA,3.15,19217.0,05/17/2011
15956,PA,3.15,21420.0,10/3/2011
19464,PA,3.15,31062.0,10/28/2006
19475,PA,3.15,40897.0,04/19/2007
18944,PA,3.15,23625.0,11/3/2009
17701,PA,3.15,24999.0,07/29/2009
17402,PA,3.15,27970.96,9/2/2009
18038,PA,3.15,22625.0,10/20/2009
18661,PA,3.15,25200.0,01/18/2010
17921,PA,3.15,23100.16,10/17/2009
17053,PA,3.15,24412.0,01/18/2010
17603,PA,3.15,23832.65,01/21/2010
17901,PA,3.15,22302.4,10/17/2009
18211,PA,3.15,23903.0,12/21/2009
18045,PA,3.15,21262.5,2/2/2010
19390,PA,3.15,25381.0,2/5/2010
16823,PA,3.15,23850.0,04/17/2010
17901,PA,3.15,23850.0,1/12/2010
17529,PA,3.15,22995.0,04/15/2011
17870,PA,3.15,13860.0,09/23/2010
18431,PA,3.15,18977.0,08/27/2010
19540,PA,3.15,20157.92,08/25/2010
18431,PA,3.15,24016.0,7/8/2010
17022,PA,3.15,22676.69,7/1/2010
19072,PA,3.15,23700.0,06/14/2010
18428,PA,3.15,18903.0,6/9/2010
17339,PA,3.15,21400.0,6/2/2010
19512,PA,3.15,23308.0,6/1/2010
18032,PA,3.15,20475.0,05/16/2010
17302,PA,3.15,25381.0,5/10/2010
17566,PA,3.15,21679.69,5/7/2010
17360,PA,3.15,23672.6,5/5/2010
17921,PA,3.15,23100.16,10/17/2009
17901,PA,3.15,22302.4,10/17/2009
18211,PA,3.15,23903,12/21/2009
18944,PA,3.15,23625,11/3/2009
17402,PA,3.15,27970.96,9/2/2009
17701,PA,3.15,24999,07/29/2009
