Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=maxsize=30600&minsize=0&state=NJ
8071,NJ,8.695,64300.0,02/20/2004,
7726,NJ,8.695,0.0,10-12-2011,
7405,NJ,8.695,0.0,12/22/2011,
7701,NJ,8.695,0.0,1-12-2012,
8844,NJ,8.695,0.0,09/23/2011,
8753,NJ,8.695,34650.0,8-4-2010,
8701,NJ,8.695,43475.0,10/26/2010,
7757,NJ,8.695,,3-1-2012,
8759,NJ,8.695,,04/19/2012,
8690,NJ,8.695,,06/29/2012,
7731,NJ,8.695,,01/23/2012,
8085,NJ,8.695,,10-1-2012,
8721,NJ,8.695,,10-9-2012,
8527,NJ,8.695,,10/17/2012,
8245,NJ,8.695,,2-8-2011,
8724,NJ,8.695,,11/15/2011,
8530,NJ,8.7,19600.0,7-5-2013,
7620,NJ,8.712,80000.0,10-7-2008,
7631,NJ,8.736,77080.68,8-10-2006,
8525,NJ,8.736,77084.0,9-11-2006,
7936,NJ,8.736,75351.0,7-7-2006,
8867,NJ,8.736,64680.0,11/19/2007,
8759,NJ,8.736,33000.0,10/27/2011,
8204,NJ,8.736,,04/13/2011,
7716,NJ,8.74,127075.0,1-7-2010,
8505,NJ,8.74,67298.0,12/30/2009,
8204,NJ,8.74,69920.0,4-5-2010,
8065,NJ,8.74,0.0,08/15/2011,
7718,NJ,8.74,0.0,05/13/2011,
8540,NJ,8.74,59237.0,1-11-2011,
8844,NJ,8.74,65214.0,2-1-2011,
8558,NJ,8.74,66542.0,5-6-2010,
8016,NJ,8.74,63006.0,1-5-2011,
8204,NJ,8.74,54115.0,7-6-2010,
7078,NJ,8.74,72240.0,03/31/2009,
7724,NJ,8.74,68172.0,02/16/2010,
8083,NJ,8.74,0.0,10/20/2010,
7834,NJ,8.74,0.0,12-10-2010,
7731,NJ,8.74,0.0,11/17/2010,
8332,NJ,8.74,0.0,5-5-2011,
8053,NJ,8.74,0.0,12/29/2010,
8003,NJ,8.74,75600.0,01/13/2010,
8203,NJ,8.74,62910.0,06/22/2010,
7871,NJ,8.74,65000.0,04/23/2010,
8022,NJ,8.74,61740.0,04/26/2010,
8234,NJ,8.74,58052.93,04/22/2010,
7726,NJ,8.74,64000.0,04/15/2010,
8057,NJ,8.74,60306.0,12-8-2011,
8022,NJ,8.74,0.0,06/14/2012,
8520,NJ,8.74,0.0,1-4-2012,
7463,NJ,8.74,0.0,12/16/2011,
8701,NJ,8.74,0.0,09/22/2011,
8332,NJ,8.74,0.0,2-12-2013,
8518,NJ,8.74,0.0,01/18/2012,
8733,NJ,8.74,0.0,3-2-2012,
7652,NJ,8.74,0.0,3-1-2012,
7731,NJ,8.74,43700.0,08/30/2010,
7834,NJ,8.74,50692.0,8-10-2010,
8083,NJ,8.74,54000.0,07/20/2010,
8204,NJ,8.74,54115.0,05/20/2010,
8053,NJ,8.74,58820.0,11/20/2010,
8753,NJ,8.74,,02/20/2012,
8204,NJ,8.74,,1-12-2012,
8759,NJ,8.74,,03/15/2012,
8406,NJ,8.74,,02/27/2012,
8820,NJ,8.74,,06/15/2012,
8757,NJ,8.74,,03/23/2012,
8087,NJ,8.74,,09/13/2012,
8620,NJ,8.74,,03/26/2012,
8536,NJ,8.74,61000.0,5-2-2011,
8536,NJ,8.74,77000.0,2-10-2011,
8759,NJ,8.74,54740.0,04/13/2011,
8759,NJ,8.74,56810.0,8-3-2011,
8246,NJ,8.74,,5-5-2011,
8214,NJ,8.74,,5-12-2011,
8234,NJ,8.74,,5-6-2011,
8723,NJ,8.74,,05/26/2011,
8527,NJ,8.74,,07/19/2011,
8731,NJ,8.74,,12/29/2011,
7738,NJ,8.74,,9-1-2011,
8514,NJ,8.74,,10/21/2011,
7853,NJ,8.74,,09/14/2011,
8536,NJ,8.74,,10/28/2011,
8825,NJ,8.745,69943.0,04/13/2005,
8512,NJ,8.745,78360.0,02/27/2006,
8234,NJ,8.75,59062.5,09/16/2010,
7726,NJ,8.75,78000.0,2-4-2010,
8087,NJ,8.75,68000.0,10/13/2009,
7727,NJ,8.75,0.0,07/25/2012,
8505,NJ,8.75,0.0,10-5-2012,
8022,NJ,8.75,0.0,03/19/2013,
8721,NJ,8.75,0.0,7-12-2013,
7731,NJ,8.75,0.0,6-7-2013,
8527,NJ,8.75,0.0,1-2-2013,
7760,NJ,8.75,0.0,11/27/2013,
7726,NJ,8.75,0.0,01/28/2013,
7731,NJ,8.75,0.0,05/17/2013,
8831,NJ,8.75,0.0,07/25/2013,
8701,NJ,8.75,0.0,06/26/2013,
8854,NJ,8.75,0.0,08/20/2013,
7024,NJ,8.75,36916.78,08/16/2013,
7726,NJ,8.75,27125.0,05/28/2013,
8005,NJ,8.75,35042.51,08/20/2013,
8536,NJ,8.75,36483.0,10/24/2013,
8003,NJ,8.75,26250.0,10-10-2013,
8022,NJ,8.75,28000.0,06/25/2013,
8873,NJ,8.75,29801.0,10-1-2013,
8721,NJ,8.75,37126.35,10/25/2013,
7920,NJ,8.75,38778.16,11-11-2013,
7702,NJ,8.75,37082.53,11-5-2013,
8723,NJ,8.75,38983.8,11-5-2013,
8757,NJ,8.75,35355.34,11/21/2013,
8037,NJ,8.75,28463.0,8-6-2013,
8759,NJ,8.75,26512.0,10/24/2013,
8721,NJ,8.75,26591.0,11/27/2013,
8648,NJ,8.75,27006.0,11/18/2013,
8740,NJ,8.75,0.0,5-7-2012,
8048,NJ,8.75,0.0,02/21/2012,
8525,NJ,8.75,63875.0,12/29/2005,
8822,NJ,8.75,68812.0,07/21/2006,
7885,NJ,8.75,72739.0,6-12-2007,
8736,NJ,8.75,,12/13/2006,
8234,NJ,8.75,59062.5,03/25/2010,
7031,NJ,8.75,,9-7-2012,
8527,NJ,8.75,,7-2-2012,
7731,NJ,8.75,,07/18/2012,
8753,NJ,8.75,,07/31/2012,
8053,NJ,8.77,0.0,3-7-2012,
8701,NJ,8.775,0.0,4-8-2011,
7059,NJ,8.775,0.0,08/16/2012,
8701,NJ,8.775,0.0,6-3-2011,
7762,NJ,8.775,64350.0,05/21/2010,
8801,NJ,8.775,62741.0,06/24/2010,
8854,NJ,8.775,55721.25,10/27/2010,
7882,NJ,8.775,65280.0,10/29/2010,
8330,NJ,8.775,66528.0,02/20/2008,
8755,NJ,8.775,72240.0,10/31/2008,
8322,NJ,8.775,72283.0,05/20/2009,
8550,NJ,8.775,70356.0,2-12-2009,
8755,NJ,8.775,68015.0,4-5-2010,
7930,NJ,8.775,70785.0,7-8-2010,
8203,NJ,8.775,43079.0,9-2-2010,
8889,NJ,8.775,67567.5,07/15/2010,
8640,NJ,8.775,0.0,11-11-2013,
8640,NJ,8.775,0.0,10/17/2013,
8640,NJ,8.775,0.0,10/17/2013,
8640,NJ,8.775,0.0,10/17/2013,
8640,NJ,8.775,0.0,10/17/2013,
8640,NJ,8.775,0.0,10/24/2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,11-1-2013,
8640,NJ,8.775,18339.75,10/22/2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,10/22/2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,11-1-2013,
8640,NJ,8.775,18339.75,10/31/2013,
8640,NJ,8.775,18339.75,10/15/2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,10/31/2013,
8640,NJ,8.775,18339.75,10/30/2013,
8640,NJ,8.775,18339.75,11-6-2013,
8640,NJ,8.775,18339.75,11/15/2013,
8640,NJ,8.775,18339.75,11/15/2013,
8640,NJ,8.775,18339.75,11/15/2013,
8640,NJ,8.775,18339.75,11/14/2013,
8640,NJ,8.775,18339.75,11/14/2013,
8640,NJ,8.775,18339.75,11/14/2013,
8640,NJ,8.775,18339.75,11/14/2013,
8640,NJ,8.775,18339.75,11/14/2013,
8640,NJ,8.775,18339.75,10/16/2013,
8640,NJ,8.775,18339.75,11-7-2013,
8640,NJ,8.775,18339.75,10/16/2013,
8640,NJ,8.775,18339.75,11-7-2013,
8812,NJ,8.775,0.0,05/22/2012,
7871,NJ,8.775,0.0,4-12-2012,
7726,NJ,8.775,0.0,02/16/2012,
8816,NJ,8.775,0.0,2-3-2012,
8210,NJ,8.775,0.0,01/23/2012,
8831,NJ,8.775,0.0,11-4-2011,
7722,NJ,8.775,101525.0,4-1-2008,
7430,NJ,8.775,68468.0,12/21/2007,
8234,NJ,8.775,84150.0,02/13/2008,
8350,NJ,8.775,66528,02/20/2008,
8854,NJ,8.775,55721.25,6-3-2010,
8801,NJ,8.775,62741.0,03/25/2010,
7882,NJ,8.775,65280.0,06/16/2010,
8057,NJ,8.784,0.0,04/16/2012,
8094,NJ,8.8,68802.8,06/25/2009,
8016,NJ,8.8,70367.0,09/16/2009,
7036,NJ,8.8,62100.0,02/23/2010,
8051,NJ,8.8,72000.0,12-7-2007,
7444,NJ,8.8,65000.0,04/20/2011,
8852,NJ,8.8,65043.0,7-8-2011,
8540,NJ,8.8,65214.0,5-11-2011,
8844,NJ,8.8,63072.0,03/31/2011,
8741,NJ,8.8,55000.0,7-6-2011,
8536,NJ,8.8,62480.0,04/30/2010,
8619,NJ,8.8,63360.0,04/29/2010,
7849,NJ,8.8,39145.0,06/24/2010,
7044,NJ,8.8,47960.0,06/17/2010,
7731,NJ,8.8,78400.0,01/16/2008,
8854,NJ,8.8,0.0,4-1-2011,
8876,NJ,8.8,0.0,2-1-2011,
7748,NJ,8.8,69960.0,11-6-2009,
8533,NJ,8.8,62304.0,6-3-2010,
8098,NJ,8.8,74020.0,1-6-2010,
8080,NJ,8.8,55000.0,12/18/2009,
8854,NJ,8.8,87700.0,10/14/2010,
7733,NJ,8.8,60600.0,01/28/2010,
8057,NJ,8.8,61000.0,01/29/2010,
8512,NJ,8.8,0.0,12-4-2012,
8330,NJ,8.8,0.0,01/28/2013,
8201,NJ,8.8,0.0,4-8-2013,
8512,NJ,8.8,,9-5-2012,
8318,NJ,8.8,0.0,04/20/2012,
8840,NJ,8.8,0.0,6-1-2012,
8736,NJ,8.8,0.0,10-12-2011,
8077,NJ,8.8,0.0,1-10-2012,
8053,NJ,8.8,66440.0,1-12-2006,
8330,NJ,8.8,70400.0,09/28/2005,
7950,NJ,8.8,65880.0,02/24/2006,
8302,NJ,8.8,71280.0,05/17/2006,
7059,NJ,8.8,72160.0,1-5-2007,
8008,NJ,8.8,66000.0,11-1-2006,
8820,NJ,8.8,68200.0,11-8-2006,
8831,NJ,8.8,70584.0,06/27/2006,
7719,NJ,8.8,74800.0,03/30/2007,
8088,NJ,8.8,69300.0,1-7-2008,
8701,NJ,8.8,78400.0,12/21/2007,
8094,NJ,8.8,64190.0,8-6-2007,
8210,NJ,8.8,73040.0,10-1-2007,
8691,NJ,8.8,74375.0,4-11-2008,
8904,NJ,8.8,68802.8,06/25/2009,
7849,NJ,8.8,39145.0,4-5-2010,
7044,NJ,8.8,47960.0,04/19/2010,
8753,NJ,8.8,,2-10-2012,
7744,NJ,8.8,65000.0,04/20/2011,
8873,NJ,8.8,64772.14,11/14/2011,
8816,NJ,8.805,0.0,07/26/2011,
8070,NJ,8.815,76579.16,10/27/2010,
7863,NJ,8.815,0.0,12/14/2010,
8852,NJ,8.815,0.0,05/18/2011,
8620,NJ,8.815,0.0,12/23/2010,
8088,NJ,8.815,0.0,1-11-2012,
7863,NJ,8.815,45885.0,08/25/2010,
8620,NJ,8.815,48567.75,11/20/2010,
8817,NJ,8.815,,5-5-2011,
8620,NJ,8.815,,6-10-2011,
7080,NJ,8.815,,08/23/2011,
8852,NJ,8.82,0.0,05/24/2011,
8330,NJ,8.82,76230.0,2-9-2010,
8234,NJ,8.82,69325.2,10/28/2005,
7746,NJ,8.82,0.0,10/22/2010,
7470,NJ,8.82,79200.0,10/27/2010,
7436,NJ,8.82,49887.0,12/29/2010,
7094,NJ,8.82,79380.0,12-3-2010,
8848,NJ,8.82,59976.0,10-4-2010,
8558,NJ,8.82,78300.0,6-9-2009,
8723,NJ,8.82,70400.0,2-9-2010,
8536,NJ,8.82,0.0,11/29/2010,
8098,NJ,8.82,57545.0,08/13/2009,
7731,NJ,8.82,69983.0,10-6-2009,
8873,NJ,8.82,61740.0,10/29/2009,
8244,NJ,8.82,62920.0,07/14/2010,
8201,NJ,8.82,61299.0,3-8-2010,
8230,NJ,8.82,55440.0,3-10-2010,
7733,NJ,8.82,85000.0,02/15/2010,
8533,NJ,8.82,64800.0,03/15/2010,
8048,NJ,8.82,0.0,02/19/2013,
7731,NJ,8.82,0.0,1-3-2013,
7936,NJ,8.82,0.0,10/30/2013,
8512,NJ,8.82,0.0,1-4-2013,
8844,NJ,8.82,0.0,02/22/2013,
8322,NJ,8.82,0.0,6-11-2013,
7005,NJ,8.82,0.0,2-8-2013,
8003,NJ,8.82,0.0,3-5-2013,
8021,NJ,8.82,0.0,05/15/2013,
8094,NJ,8.82,0.0,07/19/2013,
8837,NJ,8.82,0.0,04/30/2013,
8332,NJ,8.82,0.0,05/15/2013,
8050,NJ,8.82,0.0,6-12-2013,
8205,NJ,8.82,0.0,05/29/2013,
8084,NJ,8.82,0.0,06/26/2013,
8757,NJ,8.82,34839.0,03/21/2013,
8757,NJ,8.82,34839.0,06/26/2013,
7727,NJ,8.82,34839.0,07/19/2013,
8005,NJ,8.82,34839.0,06/28/2013,
8527,NJ,8.82,34839.0,07/22/2013,
7004,NJ,8.82,0.0,10-3-2013,
8833,NJ,8.82,0.0,07/19/2013,
8234,NJ,8.82,34839.0,6-3-2013,
8820,NJ,8.82,39066.44,9-11-2013,
8015,NJ,8.82,34839.0,5-10-2013,
8234,NJ,8.82,34839.0,6-7-2013,
7020,NJ,8.82,0.0,9-9-2013,
8759,NJ,8.82,34839.0,11-8-2013,
8822,NJ,8.82,0.0,10-10-2013,
8628,NJ,8.82,0.0,07/31/2013,
7068,NJ,8.82,39900.0,06/13/2013,
8096,NJ,8.82,34839.0,9-4-2013,
7644,NJ,8.82,0.0,08/27/2013,
8005,NJ,8.82,34839.0,09/13/2013,
8527,NJ,8.82,33650.0,09/13/2013,
7067,NJ,8.82,0.0,10-7-2013,
7077,NJ,8.82,0.0,12/27/2013,
8234,NJ,8.82,34839.0,10/15/2013,
8232,NJ,8.82,27097.0,12/30/2013,
8081,NJ,8.82,34839.0,09/25/2013,
8251,NJ,8.82,34839.0,11-6-2013,
7762,NJ,8.82,28665.0,10/24/2013,
8527,NJ,8.82,29547.0,10/15/2013,
8234,NJ,8.82,26724.0,11/26/2013,
8053,NJ,8.82,0.0,12/20/2013,
8872,NJ,8.82,0.0,11/27/2013,
7077,NJ,8.82,0.0,12/27/2013,
8201,NJ,8.82,34839.0,12/27/2013,
7747,NJ,8.82,0.0,12-10-2013,
7036,NJ,8.82,0.0,12/30/2013,
8096,NJ,8.82,0.0,12-4-2013,
7643,NJ,8.82,0.0,12-11-2013,
7885,NJ,8.82,0.0,10/17/2012,
7840,NJ,8.82,0.0,07/13/2012,
7828,NJ,8.82,0.0,10/23/2012,
7751,NJ,8.82,0.0,8-6-2012,
8050,NJ,8.82,0.0,05/16/2013,
8844,NJ,8.82,0.0,01/28/2013,
8852,NJ,8.82,0.0,01/30/2013,
8902,NJ,8.82,0.0,09/19/2012,
7604,NJ,8.82,0.0,1-9-2012,
8054,NJ,8.82,0.0,3-12-2012,
8753,NJ,8.82,72160.0,4-10-2006,
7866,NJ,8.82,70785.0,1-11-2008,
7436,NJ,8.82,49887.0,10/26/2010,
7746,NJ,8.82,50692.0,6-2-2010,
8536,NJ,8.82,55000.0,08/17/2010,
8848,NJ,8.82,59976.0,07/20/2010,
7470,NJ,8.82,79200.0,07/27/2010,
7094,NJ,8.82,79380.0,06/25/2010,
8361,NJ,8.82,,3-1-2012,
8820,NJ,8.82,,12-3-2012,
8807,NJ,8.82,,12-3-2012,
8527,NJ,8.82,,09/28/2012,
7731,NJ,8.82,,11-6-2012,
8343,NJ,8.82,,12-6-2012,
8753,NJ,8.82,,11/27/2012,
8759,NJ,8.82,,09/14/2012,
8062,NJ,8.82,49720.0,5-2-2011,
8520,NJ,8.82,43099.5,02/17/2011,
8723,NJ,8.82,,09/28/2011,
7821,NJ,8.829,0.0,02/22/2013,
7444,NJ,8.829,0.0,11/15/2012,
8075,NJ,8.829,64099.0,10/15/2013,
8087,NJ,8.84,75878.2,11/20/2008,
8215,NJ,8.84,64064.0,09/25/2008,
7726,NJ,8.84,72000.0,01/21/2009,
8628,NJ,8.84,78400.0,03/23/2009,
8234,NJ,8.84,0.0,03/27/2013,
8234,NJ,8.84,0.0,03/27/2013,
8234,NJ,8.84,0.0,03/27/2013,
8234,NJ,8.84,0.0,6-10-2013,
8012,NJ,8.84,37754.38,6-7-2013,
8807,NJ,8.84,77499.6,08/29/2005,
8724,NJ,8.84,70189.0,8-3-2005,
7424,NJ,8.84,69570.8,10/26/2005,
7730,NJ,8.84,66300.0,12-9-2005,
7024,NJ,8.84,70720.0,3-9-2006,
8750,NJ,8.84,70720.0,05/17/2006,
8527,NJ,8.84,72000.0,07/13/2006,
8738,NJ,8.84,73400.0,05/21/2007,
8219,NJ,8.84,80000.0,7-11-2007,
7079,NJ,8.85,52657.5,08/31/2011,
8551,NJ,8.851,62930.0,8-7-2004,
8540,NJ,8.87,66500.0,11/19/2007,
8753,NJ,8.88,0.0,09/15/2010,
8701,NJ,8.88,0.0,09/29/2010,
7946,NJ,8.88,0.0,11/17/2010,
8361,NJ,8.88,0.0,10/14/2010,
8734,NJ,8.88,0.0,09/30/2010,
8550,NJ,8.88,0.0,5-9-2011,
8343,NJ,8.88,0.0,11/22/2010,
7001,NJ,8.88,0.0,2-4-2011,
8360,NJ,8.88,0.0,06/13/2013,
8505,NJ,8.88,0.0,08/24/2012,
8844,NJ,8.88,0.0,12-3-2012,
7860,NJ,8.88,0.0,07/30/2012,
7726,NJ,8.88,0.0,9-7-2012,
8009,NJ,8.88,0.0,05/29/2013,
8080,NJ,8.88,0.0,4-4-2013,
8721,NJ,8.88,0.0,09/20/2013,
8087,NJ,8.88,0.0,06/13/2013,
8753,NJ,8.88,0.0,03/15/2013,
7052,NJ,8.88,0.0,5-10-2013,
8094,NJ,8.88,0.0,05/14/2013,
7731,NJ,8.88,0.0,07/24/2013,
7860,NJ,8.88,,7-2-2012,
8844,NJ,8.88,,08/23/2012,
7652,NJ,8.88,0.0,8-6-2013,
7604,NJ,8.88,0.0,10/24/2013,
8088,NJ,8.88,0.0,8-10-2012,
8022,NJ,8.88,0.0,4-9-2012,
7733,NJ,8.88,0.0,05/30/2012,
8050,NJ,8.88,0.0,02/20/2012,
8204,NJ,8.88,0.0,04/26/2012,
7930,NJ,8.88,61055.0,2-6-2004,
7830,NJ,8.88,70596.0,11-7-2003,
7512,NJ,8.88,62122.0,05/13/2005,
8210,NJ,8.88,0.0,10/28/2011,
8210,NJ,8.88,0.0,1-4-2012,
7728,NJ,8.88,0.0,01/18/2012,
8854,NJ,8.88,0.0,07/18/2012,
7751,NJ,8.88,0.0,11/14/2011,
8701,NJ,8.88,0.0,10/28/2011,
8054,NJ,8.88,0.0,10/26/2011,
8098,NJ,8.88,0.0,12/23/2011,
8501,NJ,8.88,0.0,8-9-2011,
8022,NJ,8.88,0.0,09/22/2011,
8225,NJ,8.88,0.0,10-3-2011,
7825,NJ,8.88,60948.0,6-10-2005,
8648,NJ,8.88,170000.0,07/30/2004,
8734,NJ,8.88,34650.0,09/15/2010,
8343,NJ,8.88,47644.0,11-8-2010,
8361,NJ,8.88,49719.99,09/15/2010,
7946,NJ,8.88,51775.0,09/15/2010,
8753,NJ,8.88,53960.0,08/25/2010,
8701,NJ,8.88,55000.0,09/15/2010,
8721,NJ,8.88,,01/18/2012,
8260,NJ,8.88,,05/31/2012,
8759,NJ,8.88,,11/20/2012,
8092,NJ,8.88,,12-6-2012,
8016,NJ,8.88,,05/26/2011,
8088,NJ,8.88,,8-2-2011,
8012,NJ,8.88,,09/15/2011,
7738,NJ,8.88,,07/27/2011,
8812,NJ,8.88,,10/19/2011,
8554,NJ,8.88,,10-11-2011,
8210,NJ,8.892,,09/28/2011,
8322,NJ,8.904,61365.0,1-10-2011,
7059,NJ,8.91,67716.0,01/19/2005,
8109,NJ,8.91,98175.0,09/23/2010,
8043,NJ,8.91,65990.0,12/16/2003,
8550,NJ,8.91,68233.34,08/31/2004,
8540,NJ,8.92,,08/17/2011,
8079,NJ,8.925,46000.0,01/18/2011,
8318,NJ,8.925,65885.0,01/23/2008,
8854,NJ,8.925,0.0,11/27/2013,
8831,NJ,8.925,0.0,03/18/2013,
8840,NJ,8.925,0.0,9-7-2012,
8077,NJ,8.925,0.0,03/15/2012,
8510,NJ,8.925,71400.0,07/29/2005,
8332,NJ,8.925,68250.0,02/28/2008,
8831,NJ,8.93,0.0,07/27/2011,
7719,NJ,8.93,0.0,08/18/2011,
8852,NJ,8.93,52687.0,1-7-2011,
8026,NJ,8.93,57330.0,11-9-2011,
7728,NJ,8.93,53558.72,09/15/2011,
8061,NJ,8.93,51750.0,06/14/2010,
8742,NJ,8.93,80000.0,1-5-2011,
8824,NJ,8.93,55062.0,09/15/2010,
7090,NJ,8.93,65000.0,12-9-2010,
8751,NJ,8.93,0.0,10/19/2010,
8510,NJ,8.93,0.0,11/19/2010,
7874,NJ,8.93,0.0,05/18/2011,
8540,NJ,8.93,0.0,07/27/2011,
8234,NJ,8.93,0.0,12/29/2010,
8854,NJ,8.93,0.0,01/22/2013,
7726,NJ,8.93,0.0,10/23/2012,
7067,NJ,8.93,0.0,03/19/2013,
7643,NJ,8.93,0.0,2-7-2013,
8759,NJ,8.93,29805.0,6-3-2013,
7065,NJ,8.93,0.0,9-10-2012,
8234,NJ,8.93,0.0,02/19/2013,
8701,NJ,8.93,0.0,05/22/2012,
8740,NJ,8.93,0.0,6-12-2012,
8701,NJ,8.93,0.0,12/19/2011,
8016,NJ,8.93,0.0,05/21/2012,
7860,NJ,8.93,0.0,2-2-2012,
8816,NJ,8.93,0.0,12/16/2011,
8349,NJ,8.93,0.0,02/13/2012,
8021,NJ,8.93,0.0,4-3-2012,
8701,NJ,8.93,0.0,7-8-2011,
8701,NJ,8.93,0.0,07/22/2011,
8005,NJ,8.93,0.0,11/14/2011,
7461,NJ,8.93,0.0,12/15/2011,
8751,NJ,8.93,0.0,09/26/2011,
8234,NJ,8.93,43479.0,11/22/2010,
8751,NJ,8.93,45885.0,06/25/2010,
8061,NJ,8.93,51750.0,04/19/2010,
8510,NJ,8.93,52026.0,06/25/2010,
8824,NJ,8.93,55062.0,06/25/2010,
7090,NJ,8.93,65000.0,7-8-2010,
7071,NJ,8.93,,01/13/2012,
7461,NJ,8.93,,03/30/2012,
8648,NJ,8.93,,03/23/2012,
8724,NJ,8.93,,02/27/2012,
8724,NJ,8.93,,10-2-2012,
7731,NJ,8.93,,08/28/2012,
7072,NJ,8.93,,06/15/2011,
8724,NJ,8.93,,09/19/2011,
8080,NJ,8.93,,02/25/2011,
7746,NJ,8.93,,06/28/2011,
8755,NJ,8.93,,09/29/2011,
7731,NJ,8.93,,08/30/2011,
8822,NJ,8.93,,11-4-2011,
8752,NJ,8.944,72893.6,11-9-2006,
8402,NJ,8.955,,3-1-2012,
7456,NJ,8.956,73264.4,1-9-2008,
7728,NJ,8.96,0.0,05/29/2009,
8080,NJ,8.96,54337.5,08/18/2010,
7026,NJ,8.96,75600.0,10/13/2009,
8512,NJ,8.96,0.0,01/18/2012,
8016,NJ,8.96,0.0,12/15/2011,
7054,NJ,8.96,76476.0,10-6-2005,
8080,NJ,8.96,54337.5,04/19/2010,
8330,NJ,8.96,,11-9-2011,
7762,NJ,8.97,0.0,04/13/2011,
8088,NJ,8.97,80000.0,12-4-2009,
8094,NJ,8.97,0.0,09/17/2010,
8640,NJ,8.97,0.0,06/13/2013,
8640,NJ,8.97,18747.3,9-9-2013,
8540,NJ,8.97,0.0,07/24/2012,
7755,NJ,8.97,0.0,05/13/2011,
7724,NJ,8.97,0.0,09/13/2011,
7728,NJ,8.97,0.0,10/26/2011,
8230,NJ,8.97,66953.47,09/16/2010,
8882,NJ,8.97,55614.0,01/24/2011,
8043,NJ,8.97,61425.0,05/17/2010,
8302,NJ,8.97,56160.0,9-10-2010,
7821,NJ,8.97,53564.0,09/15/2010,
8250,NJ,8.97,69660.0,8-5-2008,
8884,NJ,8.97,0.0,12/14/2010,
8536,NJ,8.97,79611.0,03/24/2010,
8535,NJ,8.97,67940.0,2-5-2010,
8054,NJ,8.97,67903.0,04/15/2010,
8037,NJ,8.97,60547.0,4-5-2010,
8640,NJ,8.97,0.0,10/17/2013,
8640,NJ,8.97,0.0,10/17/2013,
8640,NJ,8.97,18747.3,08/29/2013,
8640,NJ,8.97,18747.3,08/29/2013,
8640,NJ,8.97,18747.3,9-5-2013,
8640,NJ,8.97,18747.3,09/16/2013,
8640,NJ,8.97,18747.3,10/15/2013,
8640,NJ,8.97,18747.3,9-5-2013,
8640,NJ,8.97,18747.3,08/29/2013,
8640,NJ,8.97,18747.3,08/29/2013,
8640,NJ,8.97,18747.3,08/29/2013,
8640,NJ,8.97,18747.3,08/29/2013,
8640,NJ,8.97,18747.3,9-5-2013,
8640,NJ,8.97,18747.3,10/24/2013,
8640,NJ,8.97,18747.3,10/24/2013,
8640,NJ,8.97,18747.3,10/28/2013,
8640,NJ,8.97,18747.3,08/30/2013,
8640,NJ,8.97,18747.3,08/30/2013,
8844,NJ,8.97,0.0,04/20/2012,
7735,NJ,8.97,0.0,4-4-2012,
8030,NJ,8.97,0.0,02/22/2013,
8759,NJ,8.97,0.0,07/24/2013,
8048,NJ,8.97,0.0,12/19/2011,
8505,NJ,8.97,0.0,09/23/2011,
8094,NJ,8.97,43992.0,06/25/2010,
7092,NJ,8.97,50680.5,11/20/2010,
8884,NJ,8.97,51577.0,09/15/2010,
7821,NJ,8.97,53564.0,07/20/2010,
8302,NJ,8.97,56160.0,07/20/2010,
8230,NJ,8.97,66953.47,8-10-2010,
8514,NJ,8.97,,06/26/2012,
7717,NJ,8.97,,06/27/2012,
8087,NJ,8.97,,02/14/2012,
8087,NJ,8.97,,02/14/2012,
8087,NJ,8.97,,04/24/2012,
8721,NJ,8.97,,1-12-2012,
8050,NJ,8.97,,01/24/2012,
7748,NJ,8.97,,01/23/2012,
8759,NJ,8.97,,04/30/2012,
8758,NJ,8.97,,02/29/2012,
8001,NJ,8.97,52250.0,5-3-2011,
8817,NJ,8.97,70725.0,2-4-2011,
8873,NJ,8.97,70956.0,06/22/2011,
8733,NJ,8.97,52000.0,11/15/2011,
8527,NJ,8.97,,2-1-2011,
8322,NJ,8.97,,06/22/2011,
7701,NJ,8.97,,03/30/2011,
8757,NJ,8.97,,05/13/2011,
7748,NJ,8.97,,05/13/2011,
8757,NJ,8.97,,11/14/2011,
8723,NJ,8.97,,10/26/2011,
8723,NJ,8.97,,10-4-2011,
8758,NJ,8.97,,09/14/2011,
8723,NJ,8.97,,12/28/2011,
8742,NJ,8.97,,12/21/2011,
8758,NJ,8.97,,10/27/2011,
7748,NJ,8.97,,10/27/2011,
8723,NJ,8.97,,10/14/2011,
8724,NJ,8.97,,11-2-2011,
8759,NJ,8.97,,11-2-2011,
8527,NJ,8.97,,11-3-2011,
7731,NJ,8.97,,12/28/2011,
8015,NJ,8.976,60618.0,09/16/2010,
8015,NJ,8.976,60618.0,06/16/2010,
8530,NJ,8.996,66840.28,7-6-2006,
8886,NJ,9.0,69750.0,1-7-2010,
8505,NJ,9.0,67500.0,1-7-2010,
7755,NJ,9.0,70650.0,12-2-2009,
8638,NJ,9.0,65250.0,10/22/2009,
