ZIP,State,Annual Average (kWh/m2/day)
85901,AZ,7;55
85911,AZ,7;52
85912,AZ,7;51
85920,AZ,7;34
85922,AZ,7;47
85923,AZ,7;59
85924,AZ,7;62
85925,AZ,7;28
85926,AZ,7;53
85927,AZ,7;30
85928,AZ,7;61
85929,AZ,7;45
85930,AZ,7;43
85931,AZ,7;51
85932,AZ,7;30
85933,AZ,7;56
85934,AZ,7;56
85935,AZ,7;40
85936,AZ,7;67
85937,AZ,7;71
85938,AZ,7;48
85939,AZ,7;64
85940,AZ,7;43
85941,AZ,7;45
85942,AZ,7;71
86001,AZ,7;66
86004,AZ,7;67
86011,AZ,7;60
86015,AZ,7;42
86017,AZ,7;59
86018,AZ,7;41
86020,AZ,7;69
86022,AZ,7;44
86023,AZ,7;44
86024,AZ,7;63
86025,AZ,7;74
86028,AZ,7;78
86029,AZ,7;73
86031,AZ,7;67
86032,AZ,7;68
86033,AZ,7;47
86034,AZ,7;72
86035,AZ,7;75
86036,AZ,7;57
86038,AZ,7;58
86040,AZ,7;33
86044,AZ,7;80
86045,AZ,7;80
86046,AZ,7;60
86047,AZ,7;75
86054,AZ,7;61
86301,AZ,7;66
86303,AZ,7;68
86305,AZ,7;78
86312,AZ,7;84
86314,AZ,7;59
86315,AZ,7;65
86320,AZ,7;64
86321,AZ,7;84
86322,AZ,7;70
86323,AZ,7;62
86324,AZ,7;42
86325,AZ,7;58
86326,AZ,7;44
86327,AZ,7;60
86329,AZ,7;46
86331,AZ,7;55
86332,AZ,7;81
86333,AZ,7;69
86334,AZ,7;65
86335,AZ,7;62
86336,AZ,7;54
86337,AZ,7;69
86338,AZ,7;75
86343,AZ,7;74
86351,AZ,7;61
86401,AZ,7;88
86402,AZ,7;93
86403,AZ,7;15
86404,AZ,7;83
86405,AZ,7;83
86406,AZ,7;72
86409,AZ,7;78
86411,AZ,7;83
86413,AZ,7;93
86426,AZ,7;73
86429,AZ,7;77
86431,AZ,7;95
86433,AZ,8;10
86434,AZ,7;57
86436,AZ,7;74
86437,AZ,7;69
86438,AZ,7;84
86440,AZ,7;75
86441,AZ,7;72
86442,AZ,7;84
86443,AZ,8;10
86444,AZ,7;64
86445,AZ,7;66
86502,AZ,7;76
86503,AZ,7;48
86504,AZ,7;36
86505,AZ,7;58
86506,AZ,7;60
86508,AZ,7;48
86510,AZ,7;57
86511,AZ,7;44
86512,AZ,7;68
86514,AZ,7;54
86515,AZ,7;35
86538,AZ,7;53
86556,AZ,7;36
87001,NM,7;51
87002,NM,7;69
87004,NM,7;51
87005,NM,7;33
87006,NM,7;67
87007,NM,7;65
87008,NM,7;37
87010,NM,7;46
87012,NM,7;08
87013,NM,7;44
87014,NM,7;64
87015,NM,7;34
87016,NM,7;38
87017,NM,7;13
87018,NM,7;47
87020,NM,7;43
87021,NM,7;35
87023,NM,7;57
87024,NM,7;45
87025,NM,7;17
87026,NM,7;65
87027,NM,7;14
87028,NM,7;73
87029,NM,7;29
87031,NM,7;66
87032,NM,7;37
87035,NM,7;41
87036,NM,7;50
87037,NM,7;52
87038,NM,7;72
87040,NM,7;59
87041,NM,7;48
87042,NM,7;58
87043,NM,7;47
87044,NM,7;37
87045,NM,7;27
87046,NM,7;18
87047,NM,7;35
87048,NM,7;50
87049,NM,7;56
87051,NM,7;36
87052,NM,7;56
87053,NM,7;52
87056,NM,7;43
87059,NM,7;39
87060,NM,7;53
87061,NM,7;42
87062,NM,7;67
87063,NM,7;42
87064,NM,7;12
87068,NM,7;59
87070,NM,7;42
87083,NM,7;37
87102,NM,7;49
87104,NM,7;49
87105,NM,7;55
87106,NM,7;50
87107,NM,7;50
87108,NM,7;55
87109,NM,7;53
87110,NM,7;51
87111,NM,7;59
87112,NM,7;56
87113,NM,7;51
87114,NM,7;56
87116,NM,7;53
87117,NM,7;53
87120,NM,7;57
87121,NM,7;66
87122,NM,7;56
87123,NM,7;56
87124,NM,7;58
87125,NM,7;73
87131,NM,7;52
87144,NM,7;49
87151,NM,7;69
87301,NM,7;41
87302,NM,7;39
87305,NM,7;42
87310,NM,7;55
87311,NM,7;45
87312,NM,7;25
87313,NM,7;56
87316,NM,7;33
87317,NM,7;39
87319,NM,7;44
87321,NM,7;35
87322,NM,7;38
87323,NM,7;28
87325,NM,7;46
87326,NM,7;42
87327,NM,7;47
87328,NM,7;25
87347,NM,7;27
87357,NM,7;48
87364,NM,7;41
87365,NM,7;34
87375,NM,7;38
87401,NM,7;53
87402,NM,7;51
87410,NM,7;46
87412,NM,7;47
87413,NM,7;56
87415,NM,7;53
87416,NM,7;55
87417,NM,7;52
87418,NM,7;43
87419,NM,7;33
87420,NM,7;39
87421,NM,7;44
87455,NM,7;32
87499,NM,7;69
87501,NM,7;42
87505,NM,7;49
87506,NM,7;36
87507,NM,7;49
87508,NM,7;55
87510,NM,7;13
87511,NM,7;34
87512,NM,7;00
87513,NM,7;24
87514,NM,7;06
87515,NM,7;04
87516,NM,6;97
87517,NM,7;30
87518,NM,7;02
87519,NM,7;22
87520,NM,6;75
87521,NM,7;41
87522,NM,7;38
87523,NM,7;37
87524,NM,7;29
87525,NM,6;90
87528,NM,7;18
87529,NM,7;24
87530,NM,7;20
87531,NM,7;40
87532,NM,7;07
87533,NM,7;05
87535,NM,7;37
87537,NM,7;06
87538,NM,7;38
87539,NM,7;31
87540,NM,7;46
87543,NM,7;26
87544,NM,7;15
87548,NM,7;27
87549,NM,7;38
87551,NM,6;95
87552,NM,7;28
87553,NM,7;34
87554,NM,7;04
87556,NM,7;23
87557,NM,7;12
87558,NM,6;97
87560,NM,7;36
87562,NM,7;37
87564,NM,7;24
87565,NM,7;33
87566,NM,7;22
87569,NM,7;38
87571,NM,7;08
87573,NM,7;16
87574,NM,7;46
87575,NM,6;93
87576,NM,7;31
87577,NM,7;20
87578,NM,7;17
87579,NM,7;03
87580,NM,7;18
87581,NM,6;92
87582,NM,7;40
87583,NM,7;38
87701,NM,7;25
87710,NM,6;95
87711,NM,7;31
87713,NM,6;94
87714,NM,7;08
87715,NM,6;83
87718,NM,6;85
87722,NM,7;02
87723,NM,6;94
87724,NM,7;30
87728,NM,7;16
87729,NM,7;12
87730,NM,7;21
87731,NM,7;14
87732,NM,6;89
87733,NM,7;01
87735,NM,7;13
87736,NM,7;06
87740,NM,7;03
87742,NM,6;98
87743,NM,7;14
87745,NM,7;02
87746,NM,7;10
87747,NM,7;19
87749,NM,7;04
87752,NM,7;20
87753,NM,7;20
87801,NM,7;64
87820,NM,7;44
87821,NM,7;50
87823,NM,7;64
87824,NM,7;37
87825,NM,7;59
87827,NM,7;49
87828,NM,7;65
87829,NM,7;51
87830,NM,7;51
87831,NM,7;65
87832,NM,7;64
87901,NM,7;60
87930,NM,7;69
87931,NM,7;72
87933,NM,7;72
87935,NM,7;58
87936,NM,7;71
87937,NM,7;63
87939,NM,7;74
87940,NM,7;64
87941,NM,7;67
87942,NM,7;80
87943,NM,7;51
88001,NM,7;40
88002,NM,7;26
88003,NM,7;24
88005,NM,7;49
88007,NM,7;64
88008,NM,7;55
88009,NM,7;63
88011,NM,7;42
88012,NM,7;34
88020,NM,7;67
88021,NM,7;54
88022,NM,7;74
88023,NM,7;61
88025,NM,7;68
88026,NM,7;63
88028,NM,7;58
88029,NM,7;61
88030,NM,7;73
88034,NM,7;75
88036,NM,7;70
88038,NM,7;60
88039,NM,7;51
88040,NM,7;77
88041,NM,7;58
88042,NM,7;61
88043,NM,7;77
88044,NM,7;56
88045,NM,7;82
88047,NM,7;41
88048,NM,7;42
88049,NM,7;49
88051,NM,7;70
88053,NM,7;63
88055,NM,7;82
88056,NM,7;62
88061,NM,7;75
88062,NM,7;64
88063,NM,7;31
88065,NM,7;61
88072,NM,7;44
88081,NM,7;41
88101,NM,6;84
88103,NM,6;82
88112,NM,6;81
88113,NM,6;73
88114,NM,6;83
88116,NM,6;94
88118,NM,6;94
88119,NM,7;08
88120,NM,6;88
88121,NM,7;07
88123,NM,6;74
88124,NM,6;96
88125,NM,6;79
88126,NM,6;83
88130,NM,6;79
88132,NM,6;75
88133,NM,6;87
88134,NM,7;04
88135,NM,6;79
88136,NM,7;12
88201,NM,6;99
88202,NM,7;04
88203,NM,6;98
88210,NM,6;92
88211,NM,6;73
88213,NM,6;94
88220,NM,6;91
88221,NM,6;85
88230,NM,6;94
88231,NM,6;71
88232,NM,6;97
88240,NM,6;79
88242,NM,6;74
88250,NM,7;09
88252,NM,6;80
88253,NM,6;97
88254,NM,6;61
88255,NM,6;92
88256,NM,6;79
88260,NM,6;84
88262,NM,6;89
88263,NM,6;74
88264,NM,6;94
88265,NM,6;77
88267,NM,6;89
88301,NM,7;40
88310,NM,7;20
88311,NM,7;38
88312,NM,7;07
88314,NM,7;38
88316,NM,7;17
88317,NM,7;16
88318,NM,7;33
88321,NM,7;41
88323,NM,7;07
88324,NM,7;12
88325,NM,7;38
88330,NM,6;40
88336,NM,7;18
88337,NM,7;34
88338,NM,7;17
88339,NM,7;09
88340,NM,7;15
88341,NM,7;28
88342,NM,7;40
88343,NM,7;10
88344,NM,7;30
88345,NM,7;02
88346,NM,7;07
88347,NM,7;11
88348,NM,7;13
88349,NM,7;41
88350,NM,7;39
88351,NM,7;10
88352,NM,7;07
88353,NM,7;38
88354,NM,7;15
88401,NM,6;95
88410,NM,6;92
88411,NM,6;78
88414,NM,6;94
88415,NM,6;98
88416,NM,7;02
88417,NM,7;15
88418,NM,6;91
88419,NM,6;82
88421,NM,7;13
88422,NM,7;20
88424,NM,7;07
88426,NM,6;85
88427,NM,6;98
88430,NM,6;92
88434,NM,6;81
88435,NM,7;27
88436,NM,6;91
88439,NM,7;19
89001,NV,7;98
89002,NV,7;68
89003,NV,8;15
89004,NV,7;57
89005,NV,7;62
89007,NV,7;49
89008,NV,7;82
89010,NV,7;79
89011,NV,7;55
89012,NV,7;59
89013,NV,8;15
89014,NV,7;62
89015,NV,7;56
89017,NV,7;90
89018,NV,8;03
89019,NV,7;83
89020,NV,8;01
89021,NV,7;78
89022,NV,7;69
89024,NV,7;65
89025,NV,7;89
89026,NV,7;79
89027,NV,7;77
89029,NV,7;70
89030,NV,7;54
89031,NV,7;66
89032,NV,7;64
89034,NV,7;76
89039,NV,7;97
89040,NV,7;62
89042,NV,7;67
89043,NV,7;53
89044,NV,7;65
89045,NV,7;43
89046,NV,7;70
89047,NV,7;87
89048,NV,7;96
89049,NV,8;03
89052,NV,7;62
89054,NV,7;76
89060,NV,8;14
89061,NV,7;93
89070,NV,7;50
89074,NV,7;62
89081,NV,7;44
89084,NV,7;69
89085,NV,7;67
89086,NV,7;94
89101,NV,7;63
89102,NV,7;64
89103,NV,7;66
89104,NV,7;63
89106,NV,7;57
89107,NV,7;64
89108,NV,7;65
89109,NV,7;64
89110,NV,7;59
89113,NV,7;68
89115,NV,7;82
89117,NV,7;75
89118,NV,7;66
89119,NV,7;64
89120,NV,7;63
89121,NV,7;63
89122,NV,7;57
89123,NV,7;65
89124,NV,8;03
89128,NV,7;72
89129,NV,7;75
89130,NV,7;66
89131,NV,7;72
89134,NV,7;70
89135,NV,7;82
89138,NV,7;56
89139,NV,7;68
89141,NV,7;72
89142,NV,7;57
89143,NV,7;81
89144,NV,7;75
89145,NV,7;75
89146,NV,7;66
89147,NV,7;77
89148,NV,7;75
89149,NV,7;81
89156,NV,7;53
89158,NV,7;62
89161,NV,8;01
89166,NV,7;82
89169,NV,7;64
89178,NV,7;91
89179,NV,7;89
89183,NV,7;65
89191,NV,7;48
89301,NV,6;73
89310,NV,6;98
89311,NV,7;00
89315,NV,6;87
89316,NV,6;75
89317,NV,7;26
89318,NV,6;89
89319,NV,6;85
89402,NV,7;44
89403,NV,7;19
89404,NV,6;36
89405,NV,6;64
89406,NV,6;98
89408,NV,7;03
89409,NV,7;45
89410,NV,7;17
89411,NV,6;84
89412,NV,6;41
89413,NV,7;05
89414,NV,6;52
89415,NV,7;48
89418,NV,6;64
89419,NV,6;74
89420,NV,7;48
89421,NV,6;30
89422,NV,7;67
89423,NV,7;20
89424,NV,6;93
89425,NV,6;41
89426,NV,6;40
89427,NV,7;40
89428,NV,7;22
89429,NV,7;13
89430,NV,7;18
89431,NV,7;03
89433,NV,7;03
89434,NV,7;11
89436,NV,7;07
89439,NV,6;89
89440,NV,7;13
89441,NV,7;04
89442,NV,7;08
89444,NV,7;23
89445,NV,6;50
89447,NV,7;28
89448,NV,7;33
89449,NV,6;86
89451,NV,7;22
89460,NV,7;02
89496,NV,7;18
89501,NV,7;07
89502,NV,7;01
89503,NV,7;07
89504,NV,6;50
89506,NV,6;87
89508,NV,6;76
89509,NV,6;96
89510,NV,6;66
89511,NV,6;95
89512,NV,7;05
89515,NV,6;92
89519,NV,6;92
89521,NV,7;15
89523,NV,6;96
89557,NV,7;07
89701,NV,7;27
89703,NV,7;12
89704,NV,7;08
89705,NV,7;06
89706,NV,7;21
89711,NV,7;21
89712,NV,7;21
89801,NV,6;33
89802,NV,6;32
89803,NV,6;41
89815,NV,6;37
89820,NV,6;68
89821,NV,6;50
89822,NV,6;43
89823,NV,6;26
89825,NV,5;98
89826,NV,5;92
89828,NV,6;18
89830,NV,6;16
89831,NV,5;90
89832,NV,6;21
89833,NV,6;38
89834,NV,6;30
89835,NV,6;24
89883,NV,6;51
90001,CA,5;57
90002,CA,5;57
90003,CA,5;57
90004,CA,5;72
90005,CA,5;72
90006,CA,5;72
90007,CA,5;72
90008,CA,5;58
90010,CA,5;72
90011,CA,5;65
90012,CA,5;72
90013,CA,5;72
90014,CA,5;72
90015,CA,5;72
90016,CA,5;58
90017,CA,5;72
90018,CA,5;72
90019,CA,5;72
90020,CA,5;72
90021,CA,5;72
90022,CA,5;73
90023,CA,5;73
90024,CA,5;59
90025,CA,5;59
90026,CA,5;72
90027,CA,5;83
90028,CA,5;87
90029,CA,5;72
90031,CA,5;77
90032,CA,5;81
90033,CA,5;73
90034,CA,5;65
90035,CA,5;65
90036,CA,5;72
90037,CA,5;61
90038,CA,5;72
90039,CA,5;79
90040,CA,5;63
90041,CA,5;87
90042,CA,5;80
90043,CA,5;58
90044,CA,5;50
90045,CA,5;21
90046,CA,5;87
90047,CA,5;43
90048,CA,5;72
90049,CA,5;92
90056,CA,5;58
90057,CA,5;72
90058,CA,5;64
90059,CA,5;57
90061,CA,5;57
90062,CA,5;58
90063,CA,5;73
90064,CA,5;65
90065,CA,5;79
90066,CA,5;29
90067,CA,5;59
90068,CA,6;02
90069,CA,5;87
90071,CA,5;72
90077,CA,5;82
90089,CA,5;72
90090,CA,5;72
90094,CA,5;21
90095,CA,5;59
90201,CA,5;55
90210,CA,5;85
90211,CA,5;72
90212,CA,5;65
90220,CA,5;50
90221,CA,5;48
90222,CA,5;57
90230,CA,5;43
90232,CA,5;65
90240,CA,5;51
90241,CA,5;53
90242,CA,5;53
90245,CA,5;22
90247,CA,5;42
90248,CA,5;41
90249,CA,5;41
90250,CA,5;34
90254,CA,5;12
90255,CA,5;55
90260,CA,5;34
90261,CA,5;24
90262,CA,5;55
90265,CA,5;89
90266,CA,5;16
90270,CA,5;55
90272,CA,5;87
90274,CA,5;11
90275,CA,4;73
90277,CA,5;12
90278,CA,5;24
90280,CA,5;55
90290,CA,6;10
90291,CA,5;29
90292,CA,4;99
90293,CA,4;99
90301,CA,5;43
90302,CA,5;43
90303,CA,5;43
90304,CA,5;43
90305,CA,5;43
90401,CA,5;70
90402,CA,5;70
90403,CA,5;70
90404,CA,5;59
90405,CA,5;29
90501,CA,5;34
90502,CA,5;34
90503,CA,5;24
90504,CA,5;24
90505,CA,5;27
90506,CA,5;24
90601,CA,5;62
90602,CA,5;53
90603,CA,5;53
90604,CA,5;53
90605,CA,5;53
90606,CA,5;62
90620,CA,5;50
90621,CA,5;50
90623,CA,5;45
90630,CA,5;31
90631,CA,5;57
90638,CA,5;51
90640,CA,5;67
90650,CA,5;47
90660,CA,5;62
90670,CA,5;49
90680,CA,5;41
90701,CA,5;45
90703,CA,5;43
90706,CA,5;46
90710,CA,5;24
90712,CA,5;40
90713,CA,5;43
90714,CA,5;40
90715,CA,5;45
90716,CA,5;45
90717,CA,5;27
90720,CA,5;31
90723,CA,5;46
90731,CA,4;96
90732,CA,5;14
90740,CA,5;15
90744,CA,5;21
90745,CA,5;21
90746,CA,5;43
90747,CA,5;43
90755,CA,5;27
90802,CA,5;07
90803,CA,5;15
90804,CA,5;15
90805,CA,5;42
90806,CA,5;24
90807,CA,5;42
90808,CA,5;43
90810,CA,5;21
90813,CA,5;07
90814,CA,5;15
90815,CA,5;29
90822,CA,5;15
90831,CA,5;15
90840,CA,5;15
90844,CA,5;15
90895,CA,5;43
91001,CA,6;39
91006,CA,6;26
91007,CA,5;91
91008,CA,5;96
91010,CA,5;94
91011,CA,6;19
91016,CA,6;50
91020,CA,6;42
91024,CA,5;91
91030,CA,5;81
91040,CA,6;25
91042,CA,6;99
91101,CA,5;88
91103,CA,5;88
91104,CA,5;90
91105,CA,5;87
91106,CA,5;88
91107,CA,6;39
91108,CA,5;90
91123,CA,5;88
91129,CA,5;88
91201,CA,5;94
91202,CA,5;85
91203,CA,5;85
91204,CA,5;85
91205,CA,5;85
91206,CA,5;87
91207,CA,5;85
91208,CA,6;17
91210,CA,5;85
91214,CA,6;42
91301,CA,6;22
91302,CA,6;19
91303,CA,6;29
91304,CA,6;27
91306,CA,6;19
91307,CA,6;36
91311,CA,6;46
91316,CA,6;13
91320,CA,6;17
91321,CA,6;64
91324,CA,6;16
91325,CA,6;16
91326,CA,6;41
91330,CA,6;16
91331,CA,6;27
91335,CA,6;19
91340,CA,6;40
91342,CA,6;55
91343,CA,6;23
91344,CA,6;40
91345,CA,6;29
91350,CA,6;69
91351,CA,6;69
91352,CA,6;25
91354,CA,6;64
91355,CA,6;66
91356,CA,6;21
91360,CA,6;30
91361,CA,6;32
91362,CA,6;36
91364,CA,6;31
91367,CA,6;31
91377,CA,6;33
91381,CA,6;65
91384,CA,6;83
91387,CA,6;73
91390,CA,7;03
91401,CA,6;05
91402,CA,6;29
91403,CA,6;05
91405,CA,6;17
91406,CA,6;18
91411,CA,6;05
91423,CA,6;05
91436,CA,6;13
91501,CA,6;14
91502,CA,5;94
91504,CA,6;14
91505,CA,6;14
91506,CA,6;02
91601,CA,6;02
91602,CA,6;02
91604,CA,6;04
91605,CA,6;15
91606,CA,6;04
91607,CA,6;04
91608,CA,6;02
91701,CA,6;72
91702,CA,6;97
91706,CA,5;81
91708,CA,5;86
91709,CA,5;77
91710,CA,5;89
91711,CA,6;14
91722,CA,5;84
91723,CA,5;70
91724,CA,5;89
91730,CA,6;18
91731,CA,5;75
91732,CA,5;81
91733,CA,5;75
91737,CA,6;82
91739,CA,6;59
91740,CA,6;01
91741,CA,6;59
91744,CA,5;70
91745,CA,5;61
91746,CA,5;69
91748,CA,5;65
91750,CA,5;97
91752,CA,6;03
91754,CA,5;73
91755,CA,5;74
91759,CA,7;43
91761,CA,5;94
91762,CA,6;01
91763,CA,5;98
91764,CA,5;99
91765,CA,5;76
91766,CA,5;94
91767,CA,6;04
91768,CA,5;86
91770,CA,5;74
91773,CA,5;97
91775,CA,5;90
91776,CA,5;82
91780,CA,5;83
91784,CA,6;88
91786,CA,6;11
91789,CA,5;69
91790,CA,5;63
91791,CA,5;70
91792,CA,5;70
91801,CA,5;81
91802,CA,5;73
91803,CA,5;73
91901,CA,6;98
91902,CA,6;05
91905,CA,7;68
91906,CA,7;41
91910,CA,5;85
91911,CA,5;94
91913,CA,6;11
91914,CA,6;04
91915,CA,6;25
91916,CA,7;27
91917,CA,6;81
91932,CA,5;57
91934,CA,7;67
91935,CA,6;60
91941,CA,6;17
91942,CA,6;17
91945,CA,6;05
91948,CA,7;64
91950,CA,5;75
91962,CA,7;51
91963,CA,7;19
91977,CA,6;11
91978,CA,6;16
91980,CA,7;05
92003,CA,5;92
92004,CA,7;60
92007,CA,4;80
92008,CA,5;30
92009,CA,5;17
92010,CA,5;30
92011,CA,5;11
92014,CA,4;89
92019,CA,6;46
92020,CA,6;18
92021,CA,6;37
92024,CA,5;22
92025,CA,6;19
92026,CA,6;09
92027,CA,6;44
92028,CA,6;01
92029,CA,5;75
92036,CA,7;52
92037,CA,4;91
92040,CA,6;48
92054,CA,5;18
92055,CA,5;48
92056,CA,5;46
92057,CA,5;61
92058,CA,5;55
92059,CA,6;39
92060,CA,7;17
92061,CA,6;81
92064,CA,6;20
92065,CA,6;70
92066,CA,7;50
92067,CA,5;17
92069,CA,5;81
92070,CA,7;11
92071,CA,6;18
92075,CA,4;85
92078,CA,5;53
92081,CA,5;54
92082,CA,6;31
92083,CA,5;64
92084,CA,5;79
92086,CA,7;42
92091,CA,5;30
92093,CA,4;92
92101,CA,5;38
92102,CA,5;91
92103,CA,5;76
92104,CA,5;76
92105,CA,5;91
92106,CA,5;04
92107,CA,4;94
92108,CA,5;95
92109,CA,4;93
92110,CA,5;35
92111,CA,5;80
92113,CA,5;83
92114,CA,6;06
92115,CA,5;91
92116,CA,5;91
92117,CA,5;37
92118,CA,5;32
92119,CA,6;09
92120,CA,5;98
92121,CA,5;35
92122,CA,5;38
92123,CA,5;91
92124,CA,5;91
92126,CA,5;80
92127,CA,5;91
92128,CA,5;94
92129,CA,5;87
92130,CA,5;32
92131,CA,6;01
92134,CA,5;76
92136,CA,5;44
92139,CA,6;06
92140,CA,4;94
92145,CA,5;85
92147,CA,4;94
92154,CA,6;09
92155,CA,5;44
92161,CA,4;92
92173,CA,5;94
92179,CA,6;23
92201,CA,7;64
92203,CA,7;69
92210,CA,7;64
92211,CA,7;63
92220,CA,7;38
92223,CA,7;00
92225,CA,7;69
92226,CA,7;69
92227,CA,7;56
92230,CA,7;42
92231,CA,7;45
92233,CA,7;69
92234,CA,7;43
92236,CA,7;66
92239,CA,7;79
92240,CA,8;02
92241,CA,8;05
92242,CA,7;79
92243,CA,7;44
92249,CA,7;58
92250,CA,7;64
92251,CA,7;41
92252,CA,8;34
92253,CA,7;65
92254,CA,7;84
92256,CA,8;31
92257,CA,7;33
92258,CA,7;91
92259,CA,7;48
92260,CA,7;75
92262,CA,7;55
92264,CA,7;54
92266,CA,7;74
92267,CA,7;69
92268,CA,8;43
92270,CA,7;61
92273,CA,7;32
92274,CA,7;77
92275,CA,7;43
92276,CA,7;67
92277,CA,7;84
92278,CA,7;81
92280,CA,7;84
92281,CA,7;64
92282,CA,7;90
92283,CA,7;68
92284,CA,8;39
92285,CA,8;10
92301,CA,8;20
92304,CA,7;96
92305,CA,8;01
92307,CA,8;17
92308,CA,8;06
92309,CA,7;88
92310,CA,8;09
92311,CA,8;21
92312,CA,7;87
92313,CA,6;46
92314,CA,8;10
92315,CA,8;17
92316,CA,6;26
92317,CA,7;47
92318,CA,6;57
92320,CA,6;96
92321,CA,7;61
92322,CA,7;14
92323,CA,8;13
92324,CA,6;49
92325,CA,7;34
92326,CA,7;47
92327,CA,7;96
92328,CA,8;15
92332,CA,7;91
92333,CA,8;10
92335,CA,6;24
92336,CA,6;63
92337,CA,6;07
92338,CA,7;74
92339,CA,7;81
92341,CA,7;83
92342,CA,8;23
92344,CA,7;95
92345,CA,7;72
92346,CA,7;14
92347,CA,8;36
92350,CA,7;97
92352,CA,7;47
92354,CA,6;57
92356,CA,8;12
92357,CA,6;57
92358,CA,7;27
92359,CA,7;30
92363,CA,7;71
92364,CA,7;97
92365,CA,7;93
92366,CA,7;78
92368,CA,8;14
92371,CA,7;93
92372,CA,7;88
92373,CA,6;77
92374,CA,6;78
92376,CA,6;38
92377,CA,6;51
92378,CA,7;34
92382,CA,7;46
92384,CA,7;99
92385,CA,7;61
92386,CA,8;25
92389,CA,7;95
92391,CA,7;34
92392,CA,8;13
92394,CA,8;13
92395,CA,8;17
92397,CA,7;84
92398,CA,7;68
92399,CA,7;24
92401,CA,6;64
92404,CA,6;99
92405,CA,6;64
92407,CA,7;06
92408,CA,6;54
92410,CA,6;55
92411,CA,6;58
92415,CA,6;71
92501,CA,6;28
92503,CA,6;14
92504,CA,6;28
92505,CA,6;01
92506,CA,6;31
92507,CA,6;46
92508,CA,6;47
92509,CA,6;15
92518,CA,6;55
92530,CA,6;21
92532,CA,6;36
92536,CA,7;31
92539,CA,7;53
92543,CA,6;84
92544,CA,7;11
92545,CA,6;72
92546,CA,7;50
92548,CA,6;68
92549,CA,7;62
92551,CA,6;50
92553,CA,6;62
92555,CA,6;67
92557,CA,6;49
92561,CA,7;76
92562,CA,6;25
92563,CA,6;52
92567,CA,6;63
92570,CA,6;39
92571,CA,6;52
92582,CA,6;83
92583,CA,6;86
92584,CA,6;55
92585,CA,6;56
92586,CA,6;55
92587,CA,6;38
92590,CA,6;34
92591,CA,6;51
92592,CA,6;79
92595,CA,6;38
92596,CA,6;62
92599,CA,7;76
92602,CA,5;54
92603,CA,5;39
92604,CA,5;52
92606,CA,5;52
92610,CA,5;63
92612,CA,5;51
92614,CA,5;51
92617,CA,5;47
92618,CA,5;63
92620,CA,5;55
92624,CA,4;76
92625,CA,5;25
92626,CA,5;22
92627,CA,5;09
92629,CA,4;88
92630,CA,5;57
92637,CA,5;36
92646,CA,5;10
92647,CA,5;26
92648,CA,5;12
92649,CA,5;15
92651,CA,5;18
92653,CA,5;47
92655,CA,5;48
92656,CA,5;36
92657,CA,5;30
92660,CA,5;09
92661,CA,5;06
92662,CA,5;09
92663,CA,5;09
92672,CA,5;09
92673,CA,5;15
92675,CA,5;66
92676,CA,5;80
92677,CA,5;12
92678,CA,6;15
92679,CA,5;81
92683,CA,5;32
92688,CA,5;64
92691,CA,5;57
92692,CA,5;57
92694,CA,5;57
92697,CA,5;47
92701,CA,5;50
92702,CA,5;50
92703,CA,5;49
92704,CA,5;29
92705,CA,5;52
92706,CA,5;49
92707,CA,5;49
92708,CA,5;10
92780,CA,5;50
92782,CA,5;50
92801,CA,5;54
92802,CA,5;51
92804,CA,5;50
92805,CA,5;52
92806,CA,5;51
92807,CA,5;57
92808,CA,5;67
92821,CA,5;59
92823,CA,5;66
92831,CA,5;53
92832,CA,5;54
92833,CA,5;55
92834,CA,5;54
92835,CA,5;56
92840,CA,5;51
92841,CA,5;39
92843,CA,5;49
92844,CA,5;48
92845,CA,5;16
92860,CA,5;86
92861,CA,5;57
92865,CA,5;52
92866,CA,5;50
92867,CA,5;55
92868,CA,5;50
92869,CA,5;55
92870,CA,5;57
92879,CA,5;86
92880,CA,5;86
92881,CA,6;03
92882,CA,5;82
92883,CA,6;19
92886,CA,5;62
92887,CA,5;67
93001,CA,5;84
93003,CA,5;89
93004,CA,5;79
93009,CA,5;33
93010,CA,5;88
93012,CA,6;13
93013,CA,5;76
93015,CA,6;88
93021,CA,6;34
93022,CA,6;10
93023,CA,7;11
93030,CA,5;54
93033,CA,5;38
93035,CA,5;30
93036,CA,5;48
93040,CA,6;76
93041,CA,5;36
93042,CA,5;25
93043,CA,5;32
93060,CA,6;36
93063,CA,6;43
93064,CA,6;35
93065,CA,6;42
93066,CA,6;09
93101,CA,6;05
93103,CA,6;05
93105,CA,6;84
93106,CA,5;98
93108,CA,6;15
93109,CA,5;81
93110,CA,6;02
93111,CA,6;00
93117,CA,5;82
93201,CA,5;84
93202,CA,6;16
93203,CA,6;43
93204,CA,6;32
93205,CA,7;37
93206,CA,6;03
93207,CA,7;01
93210,CA,6;56
93212,CA,5;90
93215,CA,6;03
93219,CA,5;91
93221,CA,6;05
93222,CA,7;35
93223,CA,5;99
93224,CA,6;40
93225,CA,7;09
93226,CA,6;74
93230,CA,5;95
93234,CA,6;23
93235,CA,6;01
93238,CA,7;64
93239,CA,6;21
93240,CA,7;52
93241,CA,6;06
93242,CA,5;98
93243,CA,6;81
93244,CA,6;16
93245,CA,6;02
93246,CA,5;96
93247,CA,6;00
