ZIP,State,Annual Average (kWh/m2/day)
48386,MI,3;61
48390,MI,3;61
48393,MI,3;55
48401,MI,3;42
48410,MI,3;59
48411,MI,3;55
48412,MI,3;57
48413,MI,3;55
48414,MI,3;64
48415,MI,3;65
48416,MI,3;54
48417,MI,3;63
48418,MI,3;63
48419,MI,3;42
48420,MI,3;63
48421,MI,3;57
48422,MI,3;46
48423,MI,3;56
48426,MI,3;55
48427,MI,3;41
48428,MI,3;59
48429,MI,3;64
48430,MI,3;62
48432,MI,3;51
48433,MI,3;62
48434,MI,3;41
48435,MI,3;62
48436,MI,3;62
48437,MI,3;60
48438,MI,3;57
48439,MI,3;59
48440,MI,3;54
48441,MI,3;45
48442,MI,3;61
48444,MI,3;55
48445,MI,3;45
48446,MI,3;55
48449,MI,3;61
48450,MI,3;46
48451,MI,3;62
48453,MI,3;54
48454,MI,3;50
48455,MI,3;57
48456,MI,3;43
48457,MI,3;63
48458,MI,3;62
48460,MI,3;63
48461,MI,3;57
48462,MI,3;59
48463,MI,3;61
48464,MI,3;60
48465,MI,3;42
48466,MI,3;40
48467,MI,3;48
48468,MI,3;45
48469,MI,3;44
48470,MI,3;43
48471,MI,3;43
48472,MI,3;50
48473,MI,3;62
48475,MI,3;54
48476,MI,3;62
48502,MI,3;60
48503,MI,3;60
48504,MI,3;63
48505,MI,3;61
48506,MI,3;59
48507,MI,3;60
48509,MI,3;59
48519,MI,3;58
48529,MI,3;60
48532,MI,3;62
48553,MI,3;61
48554,MI,3;61
48601,MI,3;65
48602,MI,3;66
48603,MI,3;69
48604,MI,3;68
48607,MI,3;74
48609,MI,3;65
48610,MI,3;80
48611,MI,3;68
48612,MI,3;74
48613,MI,3;75
48614,MI,3;67
48615,MI,3;66
48616,MI,3;65
48617,MI,3;67
48618,MI,3;70
48619,MI,3;91
48620,MI,3;72
48621,MI,3;92
48622,MI,3;70
48623,MI,3;66
48624,MI,3;77
48625,MI,3;75
48626,MI,3;63
48627,MI,3;85
48628,MI,3;71
48629,MI,3;79
48630,MI,3;69
48631,MI,3;68
48632,MI,3;71
48634,MI,3;70
48635,MI,3;86
48636,MI,3;90
48637,MI,3;64
48638,MI,3;66
48640,MI,3;69
48642,MI,3;70
48647,MI,3;92
48649,MI,3;65
48650,MI,3;73
48651,MI,3;77
48652,MI,3;74
48653,MI,3;83
48654,MI,3;86
48655,MI,3;65
48656,MI,3;82
48657,MI,3;73
48658,MI,3;80
48659,MI,3;77
48661,MI,3;84
48662,MI,3;65
48701,MI,3;55
48703,MI,3;87
48705,MI,3;95
48706,MI,3;65
48708,MI,3;64
48720,MI,3;56
48721,MI,3;91
48722,MI,3;64
48723,MI,3;63
48724,MI,3;74
48725,MI,3;56
48726,MI,3;61
48727,MI,3;59
48728,MI,3;95
48729,MI,3;60
48730,MI,3;90
48731,MI,3;57
48732,MI,3;60
48733,MI,3;61
48734,MI,3;64
48735,MI,3;65
48737,MI,3;98
48738,MI,3;82
48739,MI,3;87
48740,MI,3;89
48741,MI,3;57
48742,MI,3;83
48743,MI,3;91
48744,MI,3;64
48745,MI,3;88
48746,MI,3;63
48747,MI,3;65
48748,MI,3;92
48749,MI,3;79
48750,MI,3;88
48754,MI,3;65
48755,MI,3;62
48756,MI,3;79
48757,MI,3;63
48759,MI,3;59
48760,MI,3;61
48761,MI,3;95
48762,MI,3;81
48763,MI,3;88
48765,MI,3;83
48766,MI,3;79
48767,MI,3;58
48768,MI,3;64
48770,MI,3;81
48787,MI,3;65
48801,MI,3;63
48806,MI,3;64
48807,MI,3;65
48808,MI,3;64
48809,MI,3;63
48811,MI,3;62
48813,MI,3;61
48815,MI,3;63
48816,MI,3;62
48817,MI,3;63
48818,MI,3;63
48819,MI,3;60
48820,MI,3;62
48821,MI,3;62
48822,MI,3;60
48823,MI,3;64
48824,MI,3;61
48825,MI,3;61
48827,MI,3;61
48829,MI,3;61
48831,MI,3;64
48832,MI,3;67
48834,MI,3;63
48835,MI,3;61
48836,MI,3;61
48837,MI,3;61
48838,MI,3;61
48840,MI,3;63
48841,MI,3;64
48842,MI,3;62
48843,MI,3;62
48845,MI,3;62
48846,MI,3;61
48847,MI,3;63
48848,MI,3;63
48849,MI,3;60
48850,MI,3;62
48851,MI,3;59
48852,MI,3;61
48853,MI,3;63
48854,MI,3;61
48855,MI,3;62
48856,MI,3;61
48857,MI,3;64
48858,MI,3;66
48859,MI,3;62
48860,MI,3;60
48861,MI,3;60
48862,MI,3;64
48864,MI,3;61
48865,MI,3;64
48866,MI,3;62
48867,MI,3;64
48871,MI,3;61
48872,MI,3;64
48873,MI,3;60
48874,MI,3;62
48875,MI,3;59
48876,MI,3;64
48877,MI,3;65
48878,MI,3;65
48879,MI,3;62
48880,MI,3;65
48881,MI,3;63
48883,MI,3;68
48884,MI,3;63
48885,MI,3;60
48886,MI,3;62
48888,MI,3;61
48889,MI,3;63
48890,MI,3;60
48891,MI,3;63
48892,MI,3;61
48893,MI,3;66
48894,MI,3;59
48895,MI,3;61
48897,MI,3;60
48906,MI,3;62
48910,MI,3;62
48911,MI,3;62
48912,MI,3;65
48915,MI,3;65
48917,MI,3;63
48933,MI,3;65
49001,MI,3;59
49002,MI,3;58
49004,MI,3;61
49006,MI,3;61
49007,MI,3;61
49008,MI,3;61
49009,MI,3;62
49010,MI,3;65
49011,MI,3;54
49012,MI,3;61
49013,MI,3;58
49014,MI,3;60
49015,MI,3;60
49017,MI,3;62
49021,MI,3;61
49022,MI,3;41
49024,MI,3;59
49026,MI,3;66
49027,MI,3;64
49028,MI,3;54
49029,MI,3;58
49030,MI,3;55
49031,MI,3;56
49032,MI,3;56
49033,MI,3;58
49034,MI,3;57
49036,MI,3;54
49037,MI,3;60
49038,MI,3;44
49040,MI,3;55
49042,MI,3;56
49043,MI,3;51
49045,MI,3;57
49046,MI,3;61
49047,MI,3;55
49048,MI,3;59
49050,MI,3;62
49051,MI,3;56
49052,MI,3;56
49053,MI,3;59
49055,MI,3;64
49056,MI,3;65
49057,MI,3;56
49058,MI,3;63
49060,MI,3;57
49061,MI,3;59
49063,MI,3;56
49064,MI,3;61
49065,MI,3;56
49066,MI,3;55
49067,MI,3;57
49068,MI,3;58
49070,MI,3;58
49071,MI,3;59
49072,MI,3;57
49073,MI,3;61
49076,MI,3;61
49078,MI,3;61
49079,MI,3;61
49080,MI,3;59
49082,MI,3;54
49083,MI,3;60
49085,MI,3;36
49087,MI,3;57
49088,MI,3;59
49089,MI,3;54
49090,MI,3;48
49091,MI,3;56
49092,MI,3;58
49093,MI,3;58
49094,MI,3;55
49095,MI,3;58
49096,MI,3;60
49097,MI,3;59
49098,MI,3;50
49099,MI,3;56
49101,MI,3;39
49102,MI,3;58
49103,MI,3;48
49104,MI,3;57
49106,MI,3;34
49107,MI,3;51
49111,MI,3;50
49112,MI,3;57
49113,MI,3;51
49115,MI,3;36
49116,MI,3;36
49117,MI,3;46
49119,MI,3;36
49120,MI,3;57
49125,MI,3;39
49126,MI,3;41
49127,MI,3;36
49128,MI,3;47
49129,MI,3;36
49130,MI,3;56
49201,MI,3;61
49202,MI,3;62
49203,MI,3;59
49220,MI,3;61
49221,MI,3;58
49224,MI,3;58
49227,MI,3;55
49228,MI,3;55
49229,MI,3;58
49230,MI,3;60
49232,MI,3;56
49233,MI,3;59
49234,MI,3;58
49235,MI,3;59
49236,MI,3;61
49237,MI,3;58
49238,MI,3;57
49240,MI,3;61
49241,MI,3;58
49242,MI,3;56
49245,MI,3;57
49246,MI,3;58
49247,MI,3;58
49248,MI,3;55
49249,MI,3;58
49250,MI,3;56
49251,MI,3;62
49252,MI,3;57
49253,MI,3;61
49254,MI,3;60
49255,MI,3;53
49256,MI,3;56
49259,MI,3;62
49261,MI,3;58
49262,MI,3;58
49263,MI,3;63
49264,MI,3;61
49265,MI,3;60
49266,MI,3;56
49267,MI,3;56
49268,MI,3;56
49269,MI,3;60
49270,MI,3;58
49271,MI,3;57
49272,MI,3;62
49274,MI,3;54
49276,MI,3;57
49277,MI,3;64
49279,MI,3;56
49282,MI,3;59
49283,MI,3;60
49284,MI,3;60
49285,MI,3;61
49286,MI,3;60
49287,MI,3;59
49288,MI,3;56
49301,MI,3;66
49302,MI,3;64
49303,MI,3;69
49304,MI,3;76
49305,MI,3;69
49306,MI,3;66
49307,MI,3;66
49309,MI,3;73
49310,MI,3;62
49312,MI,3;77
49315,MI,3;65
49316,MI,3;64
49318,MI,3;65
49319,MI,3;64
49320,MI,3;67
49321,MI,3;67
49322,MI,3;61
49323,MI,3;64
49325,MI,3;63
49326,MI,3;61
49327,MI,3;68
49328,MI,3;62
49329,MI,3;63
49330,MI,3;66
49331,MI,3;65
49332,MI,3;65
49333,MI,3;63
49335,MI,3;63
49336,MI,3;63
49337,MI,3;67
49338,MI,3;68
49339,MI,3;63
49340,MI,3;64
49341,MI,3;64
49342,MI,3;65
49343,MI,3;65
49344,MI,3;60
49345,MI,3;66
49346,MI,3;64
49347,MI,3;63
49348,MI,3;62
49349,MI,3;71
49351,MI,3;65
49401,MI,3;68
49402,MI,3;76
49403,MI,3;65
49404,MI,3;68
49405,MI,3;75
49406,MI,3;62
49408,MI,3;61
49409,MI,3;66
49410,MI,3;75
49411,MI,3;66
49412,MI,3;70
49415,MI,3;72
49417,MI,3;68
49418,MI,3;68
49419,MI,3;64
49420,MI,3;71
49421,MI,3;72
49423,MI,3;64
49424,MI,3;66
49425,MI,3;74
49426,MI,3;66
49428,MI,3;68
49430,MI,3;67
49431,MI,3;69
49434,MI,3;72
49435,MI,3;67
49436,MI,3;68
49437,MI,3;69
49440,MI,3;76
49441,MI,3;56
49442,MI,3;73
49444,MI,3;70
49445,MI,3;65
49446,MI,3;73
49448,MI,3;70
49449,MI,3;68
49450,MI,3;64
49451,MI,3;67
49452,MI,3;77
49453,MI,3;62
49454,MI,3;73
49455,MI,3;70
49456,MI,3;66
49457,MI,3;75
49459,MI,3;72
49460,MI,3;68
49461,MI,3;73
49464,MI,3;66
49503,MI,3;67
49504,MI,3;67
49505,MI,3;66
49506,MI,3;65
49507,MI,3;65
49508,MI,3;64
49509,MI,3;67
49512,MI,3;65
49519,MI,3;69
49525,MI,3;66
49534,MI,3;68
49544,MI,3;66
49546,MI,3;65
49548,MI,3;65
49601,MI,3;72
49610,MI,3;79
49611,MI,3;77
49612,MI,3;68
49613,MI,3;72
49614,MI,3;72
49615,MI,3;67
49616,MI,3;78
49617,MI,3;82
49618,MI,3;75
49619,MI,3;78
49620,MI,3;72
49621,MI,3;65
49622,MI,3;60
49623,MI,3;71
49625,MI,3;78
49626,MI,3;49
49627,MI,3;52
49628,MI,3;89
49629,MI,3;63
49630,MI,3;67
49631,MI,3;68
49632,MI,3;71
49633,MI,3;73
49634,MI,3;53
49635,MI,3;75
49636,MI,3;57
49637,MI,3;68
49638,MI,3;80
49639,MI,3;65
49640,MI,3;81
49642,MI,3;77
49643,MI,3;81
49644,MI,3;78
49645,MI,3;78
49646,MI,3;76
49648,MI,3;56
49649,MI,3;73
49650,MI,3;85
49651,MI,3;71
49653,MI,3;53
49654,MI,3;53
49655,MI,3;67
49656,MI,3;73
49657,MI,3;66
49659,MI,3;76
49660,MI,3;65
49663,MI,3;72
49664,MI,3;58
49665,MI,3;69
49667,MI,3;76
49668,MI,3;73
49670,MI,3;63
49675,MI,3;61
49676,MI,3;69
49677,MI,3;69
49679,MI,3;70
49680,MI,3;72
49682,MI,3;60
49683,MI,3;82
49684,MI,3;69
49685,MI,3;77
49686,MI,3;71
49688,MI,3;67
49689,MI,3;80
49690,MI,3;73
49696,MI,3;76
49701,MI,3;77
49705,MI,3;83
49706,MI,3;85
49707,MI,3;87
49709,MI,3;94
49710,MI,3;87
49712,MI,3;65
49713,MI,3;79
49715,MI,3;88
49716,MI,3;82
49717,MI,3;62
49718,MI,3;77
49719,MI,4;05
49720,MI,3;59
49721,MI,3;75
49724,MI,3;87
49725,MI,4;11
49726,MI,3;91
49727,MI,3;71
49728,MI,3;99
49729,MI,3;63
49730,MI,3;78
49733,MI,3;81
49735,MI,3;79
49736,MI,4;01
49738,MI,3;83
49740,MI,3;76
49743,MI,3;85
49744,MI,3;91
49745,MI,4;03
49746,MI,3;91
49747,MI,3;91
49748,MI,4;04
49749,MI,3;72
49751,MI,3;86
49752,MI,3;86
49753,MI,3;91
49755,MI,3;77
49756,MI,3;92
49757,MI,3;88
49759,MI,3;87
49760,MI,4;03
49762,MI,4;05
49764,MI,3;92
49765,MI,3;90
49766,MI,3;86
49768,MI,3;76
49769,MI,3;81
49770,MI,3;77
49774,MI,3;99
49776,MI,3;84
49777,MI,3;75
49779,MI,3;75
49780,MI,4;00
49781,MI,4;03
49782,MI,3;90
49783,MI,3;76
49785,MI,4;01
49788,MI,3;93
49791,MI,3;49
49793,MI,4;01
49795,MI,3;85
49796,MI,3;81
49799,MI,3;88
49801,MI,3;97
49802,MI,3;95
49805,MI,3;82
49806,MI,3;63
49807,MI,4;00
49808,MI,3;77
49812,MI,4;02
49814,MI,3;94
49815,MI,3;98
49816,MI,3;84
49817,MI,4;00
49818,MI,3;97
49819,MI,4;02
49820,MI,3;90
49821,MI,4;05
49822,MI,3;62
49827,MI,4;02
49829,MI,3;97
49831,MI,4;01
49833,MI,3;77
49834,MI,4;02
49835,MI,3;95
49836,MI,3;87
49837,MI,3;92
49838,MI,4;08
49839,MI,3;52
49840,MI,4;13
49841,MI,3;92
49847,MI,4;00
49848,MI,4;06
49849,MI,3;90
49852,MI,3;96
49853,MI,3;84
49854,MI,4;00
49855,MI,3;75
49858,MI,4;04
49861,MI,3;98
49862,MI,3;72
49863,MI,3;96
49866,MI,3;83
49868,MI,3;84
49870,MI,4;01
49871,MI,3;67
49872,MI,3;97
49873,MI,4;00
49874,MI,3;98
49876,MI,3;95
49877,MI,4;04
49878,MI,3;97
49879,MI,3;96
49880,MI,3;96
49881,MI,3;97
49883,MI,3;68
49884,MI,3;68
49885,MI,3;75
49886,MI,3;98
49887,MI,4;04
49891,MI,3;91
49892,MI,4;01
49893,MI,4;06
49894,MI,3;90
49895,MI,3;96
49896,MI,4;02
49901,MI,3;80
49903,MI,3;99
49905,MI,3;75
49908,MI,3;97
49910,MI,3;92
49911,MI,3;90
49912,MI,3;93
49913,MI,3;90
49915,MI,3;99
49916,MI,3;98
49917,MI,3;96
49918,MI,3;74
49919,MI,3;96
49920,MI,3;97
49921,MI,3;87
49925,MI,3;88
49927,MI,3;96
49929,MI,3;81
49930,MI,3;75
49931,MI,3;88
49934,MI,3;90
49935,MI,4;01
49938,MI,3;89
49945,MI,4;04
49946,MI,3;88
49947,MI,3;98
49948,MI,3;93
49950,MI,3;84
49952,MI,4;03
49953,MI,3;76
49958,MI,4;01
49960,MI,3;84
49961,MI,4;03
49962,MI,3;87
49963,MI,4;09
49964,MI,3;99
49965,MI,3;86
49967,MI,4;02
49968,MI,3;93
49969,MI,3;99
49970,MI,3;97
49971,MI,3;93
50001,IA,4;24
50002,IA,4;35
50003,IA,4;28
50005,IA,4;10
50006,IA,4;12
50007,IA,4;24
50008,IA,4;31
50009,IA,4;19
50010,IA,4;22
50011,IA,4;23
50012,IA,4;23
50013,IA,4;23
50014,IA,4;24
50020,IA,4;36
50021,IA,4;23
50022,IA,4;37
50023,IA,4;23
50025,IA,4;37
50026,IA,4;34
50027,IA,4;21
50028,IA,4;20
50029,IA,4;35
50032,IA,4;11
50033,IA,4;30
50034,IA,4;16
50035,IA,4;19
50036,IA,4;26
50038,IA,4;26
50039,IA,4;27
50040,IA,4;31
50041,IA,4;09
50042,IA,4;38
50044,IA,4;24
50046,IA,4;24
50047,IA,4;24
50048,IA,4;35
50049,IA,4;28
50050,IA,4;33
50051,IA,4;10
50052,IA,4;32
50054,IA,4;19
50055,IA,4;24
50056,IA,4;23
50057,IA,4;28
50058,IA,4;35
50059,IA,4;31
50060,IA,4;29
50061,IA,4;25
50062,IA,4;29
50063,IA,4;25
50064,IA,4;35
50065,IA,4;33
50066,IA,4;31
50067,IA,4;33
50068,IA,4;26
50069,IA,4;30
50070,IA,4;30
50071,IA,4;11
50072,IA,4;29
50073,IA,4;23
50074,IA,4;38
50075,IA,4;18
50076,IA,4;38
50078,IA,4;09
50101,IA,4;12
50103,IA,4;30
50104,IA,4;18
50105,IA,4;24
50106,IA,4;12
50107,IA,4;34
50108,IA,4;35
50109,IA,4;20
50110,IA,4;38
50111,IA,4;24
50112,IA,4;16
50115,IA,4;35
50116,IA,4;25
50117,IA,4;37
50118,IA,4;23
50119,IA,4;19
50120,IA,4;12
50122,IA,4;16
50123,IA,4;27
50124,IA,4;24
50125,IA,4;28
50126,IA,4;10
50127,IA,4;23
50128,IA,4;32
50129,IA,4;34
50130,IA,4;17
50131,IA,4;26
50132,IA,4;17
50133,IA,4;37
50134,IA,4;26
50135,IA,4;16
50136,IA,4;14
50137,IA,4;16
50138,IA,4;23
50139,IA,4;30
50140,IA,4;36
50141,IA,4;11
50142,IA,4;12
50143,IA,4;20
50144,IA,4;33
50145,IA,4;30
50146,IA,4;31
50147,IA,4;32
50148,IA,4;08
50149,IA,4;35
50150,IA,4;26
50151,IA,4;28
50152,IA,4;29
50153,IA,4;19
50154,IA,4;20
50155,IA,4;37
50156,IA,4;24
50157,IA,4;15
50158,IA,4;11
50160,IA,4;29
50161,IA,4;24
50162,IA,4;14
50163,IA,4;31
50164,IA,4;35
50165,IA,4;26
50166,IA,4;27
50167,IA,4;27
50168,IA,4;22
50169,IA,4;20
50170,IA,4;21
50171,IA,4;18
50173,IA,4;10
50174,IA,4;33
50201,IA,4;23
50206,IA,4;13
50207,IA,4;20
50208,IA,4;18
50210,IA,4;31
50211,IA,4;26
50212,IA,4;30
50213,IA,4;31
50214,IA,4;21
50216,IA,4;32
50217,IA,4;34
50218,IA,4;31
50219,IA,4;19
50220,IA,4;30
50222,IA,4;31
50223,IA,4;30
50225,IA,4;24
50226,IA,4;21
50227,IA,4;07
50228,IA,4;21
50229,IA,4;28
50230,IA,4;19
50231,IA,4;18
50232,IA,4;20
50233,IA,4;31
50234,IA,4;20
50235,IA,4;32
50236,IA,4;20
50237,IA,4;22
50238,IA,4;27
50239,IA,4;16
50240,IA,4;29
50241,IA,4;29
50242,IA,4;18
50243,IA,4;17
50244,IA,4;23
50246,IA,4;21
50247,IA,4;16
50248,IA,4;19
50249,IA,4;24
50250,IA,4;33
50251,IA,4;19
50252,IA,4;23
50254,IA,4;37
50256,IA,4;21
50257,IA,4;31
50258,IA,4;09
50259,IA,4;09
50261,IA,4;27
50262,IA,4;33
50263,IA,4;26
50264,IA,4;30
50265,IA,4;24
50266,IA,4;25
50268,IA,4;17
50271,IA,4;15
50272,IA,4;31
50273,IA,4;30
50274,IA,4;35
50275,IA,4;28
50276,IA,4;27
50277,IA,4;33
50278,IA,4;21
50309,IA,4;26
50310,IA,4;28
50311,IA,4;26
50312,IA,4;25
50313,IA,4;21
50314,IA,4;29
50315,IA,4;26
50316,IA,4;24
50317,IA,4;19
50318,IA,4;29
50319,IA,4;26
50320,IA,4;26
50321,IA,4;25
50322,IA,4;28
50323,IA,4;24
50324,IA,4;24
50325,IA,4;24
50327,IA,4;20
50391,IA,4;26
50398,IA,4;24
50401,IA,3;99
50420,IA,4;13
50421,IA,4;10
50423,IA,4;09
50424,IA,4;13
50426,IA,3;93
50427,IA,4;01
50428,IA,4;01
50430,IA,4;16
50431,IA,4;12
50432,IA,4;08
50433,IA,4;03
50434,IA,4;00
50435,IA,3;97
50436,IA,4;06
50438,IA,4;06
50439,IA,4;08
50440,IA,3;98
50441,IA,4;06
50444,IA,4;01
50446,IA,4;02
50447,IA,4;12
50448,IA,3;99
50449,IA,4;06
50450,IA,4;03
50451,IA,4;15
50452,IA,4;12
50453,IA,4;05
50454,IA,3;93
50455,IA,3;94
50456,IA,3;99
50457,IA,4;08
50458,IA,3;98
50459,IA,4;00
50460,IA,3;95
50461,IA,3;95
50464,IA,3;97
50466,IA,3;92
50467,IA,3;97
50468,IA,4;00
50469,IA,4;02
50470,IA,4;10
50471,IA,3;98
50472,IA,3;95
50473,IA,4;02
50475,IA,4;04
50476,IA,3;95
50477,IA,4;02
50478,IA,4;08
50479,IA,4;06
50480,IA,4;16
50481,IA,3;98
50482,IA,4;03
50483,IA,4;17
50484,IA,4;11
50501,IA,4;28
50510,IA,4;30
50511,IA,4;21
50514,IA,4;14
50515,IA,4;23
50516,IA,4;27
50517,IA,4;15
50518,IA,4;29
50519,IA,4;23
50520,IA,4;24
50521,IA,4;30
50522,IA,4;19
50523,IA,4;29
50524,IA,4;26
50525,IA,4;15
50527,IA,4;23
50528,IA,4;22
50529,IA,4;24
50530,IA,4;29
50531,IA,4;20
50532,IA,4;25
50533,IA,4;21
50535,IA,4;36
50536,IA,4;22
50538,IA,4;32
50539,IA,4;18
50540,IA,4;34
50541,IA,4;25
50542,IA,4;17
50543,IA,4;33
50544,IA,4;32
50545,IA,4;22
50546,IA,4;27
50548,IA,4;24
50551,IA,4;33
50552,IA,4;35
50554,IA,4;28
50556,IA,4;14
50557,IA,4;28
50558,IA,4;22
50559,IA,4;18
50560,IA,4;22
50561,IA,4;36
50562,IA,4;23
50563,IA,4;29
50565,IA,4;28
50566,IA,4;30
50567,IA,4;36
50568,IA,4;33
50569,IA,4;28
50570,IA,4;23
50571,IA,4;27
50573,IA,4;20
50574,IA,4;30
50575,IA,4;33
50576,IA,4;31
50577,IA,4;18
50578,IA,4;20
50579,IA,4;34
50581,IA,4;24
50582,IA,4;23
50583,IA,4;36
50585,IA,4;28
50586,IA,4;32
50588,IA,4;34
50590,IA,4;13
50591,IA,4;23
50593,IA,4;33
50594,IA,4;25
50595,IA,4;18
50597,IA,4;22
50598,IA,4;20
50599,IA,4;18
50601,IA,4;05
50602,IA,4;00
50603,IA,3;93
50604,IA,4;01
50605,IA,4;02
50606,IA,3;97
50607,IA,3;99
50608,IA,4;03
50609,IA,4;09
50611,IA,4;01
50612,IA,4;02
50613,IA,4;00
50614,IA,3;96
50616,IA,3;96
50619,IA,3;98
50620,IA,3;94
50621,IA,4;09
50622,IA,4;01
50623,IA,3;95
50624,IA,4;04
50625,IA,4;02
50626,IA,3;99
50627,IA,4;08
50628,IA,3;91
50629,IA,4;00
50630,IA,3;95
50631,IA,3;99
50632,IA,4;10
50633,IA,4;03
50634,IA,4;01
50635,IA,4;08
50636,IA,3;98
50638,IA,4;06
50641,IA,3;99
50642,IA,4;05
50643,IA,4;04
50644,IA,3;98
50645,IA,3;96
50647,IA,3;99
50648,IA,3;99
50649,IA,4;00
50650,IA,3;98
50651,IA,4;00
50653,IA,3;99
50654,IA,3;98
50655,IA,3;98
50657,IA,4;06
50658,IA,3;97
50659,IA,3;94
50660,IA,4;00
50662,IA,4;02
50664,IA,4;04
50665,IA,4;02
50666,IA,3;97
50667,IA,4;01
50668,IA,4;00
50669,IA,4;05
50670,IA,3;99
50671,IA,4;00
50672,IA,4;07
50673,IA,4;05
50674,IA,3;98
50675,IA,4;06
50676,IA,3;99
50677,IA,3;99
50680,IA,4;04
50681,IA,4;02
50682,IA,3;98
50701,IA,4;02
50702,IA,4;04
50703,IA,4;00
50707,IA,4;00
50801,IA,4;42
50830,IA,4;39
50833,IA,4;47
50835,IA,4;42
50836,IA,4;45
50837,IA,4;38
50839,IA,4;43
50840,IA,4;43
50841,IA,4;43
50842,IA,4;49
50843,IA,4;37
50845,IA,4;43
50846,IA,4;37
50847,IA,4;38
50848,IA,4;47
50849,IA,4;36
50851,IA,4;45
50853,IA,4;38
50854,IA,4;40
50857,IA,4;44
50858,IA,4;39
50859,IA,4;44
50860,IA,4;42
50861,IA,4;41
50862,IA,4;45
50863,IA,4;39
50864,IA,4;44
51001,IA,4;43
51002,IA,4;34
51003,IA,4;40
51004,IA,4;39
51005,IA,4;34
51006,IA,4;37
51007,IA,4;43
51008,IA,4;36
51009,IA,4;38
51010,IA,4;46
51011,IA,4;43
51012,IA,4;34
51014,IA,4;36
51015,IA,4;41
51016,IA,4;38
51018,IA,4;38
51019,IA,4;38
51020,IA,4;36
51022,IA,4;39
51023,IA,4;40
51024,IA,4;42
51025,IA,4;35
51026,IA,4;44
51027,IA,4;44
51028,IA,4;37
51029,IA,4;35
51030,IA,4;40
51031,IA,4;41
51033,IA,4;28
51034,IA,4;41
51035,IA,4;39
51036,IA,4;42
51037,IA,4;34
51038,IA,4;42
51039,IA,4;38
51040,IA,4;45
51041,IA,4;39
51044,IA,4;41
51045,IA,4;40
51046,IA,4;37
51047,IA,4;30
51048,IA,4;37
51049,IA,4;35
51050,IA,4;40
51051,IA,4;45
51052,IA,4;45
51053,IA,4;37
51054,IA,4;46
51055,IA,4;45
51056,IA,4;44
51058,IA,4;33
51060,IA,4;40
51061,IA,4;36
51062,IA,4;46
51063,IA,4;44
51101,IA,4;48
51103,IA,4;48
51104,IA,4;49
51105,IA,4;48
51106,IA,4;45
51108,IA,4;44
51109,IA,4;47
51111,IA,4;48
51201,IA,4;35
51230,IA,4;31
51231,IA,4;35
51232,IA,4;32
51234,IA,4;34
51235,IA,4;32
51237,IA,4;31
51238,IA,4;37
51239,IA,4;36
51240,IA,4;35
51241,IA,4;34
51242,IA,4;30
51243,IA,4;31
51244,IA,4;34
51245,IA,4;34
51246,IA,4;31
51247,IA,4;38
51248,IA,4;31
51249,IA,4;32
51250,IA,4;42
51301,IA,4;27
51331,IA,4;29
51333,IA,4;24
51334,IA,4;21
51338,IA,4;30
51340,IA,4;26
51341,IA,4;24
51342,IA,4;22
51343,IA,4;27
51345,IA,4;28
51346,IA,4;30
51347,IA,4;26
51350,IA,4;33
51351,IA,4;26
51354,IA,4;30
51355,IA,4;23
51357,IA,4;29
51358,IA,4;20
51360,IA,4;22
51363,IA,4;20
51364,IA,4;22
51365,IA,4;20
51366,IA,4;27
51401,IA,4;36
51430,IA,4;35
51431,IA,4;37
51432,IA,4;37
51433,IA,4;36
51436,IA,4;34
51439,IA,4;38
51440,IA,4;37
51441,IA,4;37
51442,IA,4;38
51443,IA,4;35
51444,IA,4;37
51445,IA,4;36
51446,IA,4;38
51447,IA,4;39
51448,IA,4;36
51449,IA,4;34
51450,IA,4;34
51451,IA,4;32
51452,IA,4;33
51453,IA,4;33
51454,IA,4;38
51455,IA,4;37
51458,IA,4;35
51459,IA,4;37
51460,IA,4;37
51461,IA,4;37
51462,IA,4;33
51463,IA,4;38
51465,IA,4;36
51466,IA,4;33
51467,IA,4;35
51501,IA,4;48
51503,IA,4;46
51510,IA,4;48
51520,IA,4;39
51521,IA,4;39
51523,IA,4;45
51525,IA,4;39
51526,IA,4;43
51527,IA,4;38
51528,IA,4;40
51529,IA,4;40
51530,IA,4;38
51531,IA,4;37
51532,IA,4;38
51533,IA,4;41
51534,IA,4;47
51535,IA,4;38
51536,IA,4;39
51537,IA,4;38
51540,IA,4;42
51541,IA,4;40
51542,IA,4;42
51543,IA,4;38
51544,IA,4;38
51545,IA,4;46
51546,IA,4;42
51548,IA,4;42
51549,IA,4;40
51550,IA,4;46
51551,IA,4;44
51552,IA,4;36
51553,IA,4;40
51554,IA,4;45
51555,IA,4;43
51556,IA,4;44
51557,IA,4;44
51558,IA,4;45
51559,IA,4;40
51560,IA,4;39
51561,IA,4;49
51562,IA,4;38
51563,IA,4;40
51564,IA,4;45
51565,IA,4;41
51566,IA,4;41
51570,IA,4;39
51571,IA,4;43
51572,IA,4;44
51573,IA,4;42
51575,IA,4;42
51576,IA,4;41
51577,IA,4;38
51578,IA,4;39
51579,IA,4;42
51601,IA,4;48
51630,IA,4;48
51631,IA,4;48
51632,IA,4;47
51636,IA,4;49
51637,IA,4;50
51638,IA,4;45
51639,IA,4;47
51640,IA,4;51
51645,IA,4;45
51646,IA,4;48
51647,IA,4;48
